stage,mean_daily_arrivals_ALL_BASELINE,mean_daily_arrivals_ALL_PROSTAD,mean_daily_arrivals_OBS_MIX,mean_in_stage_ALL_BASELINE,mean_in_stage_ALL_PROSTAD,mean_in_stage_OBS_MIX,completion_ratio_ALL_BASELINE,completion_ratio_ALL_PROSTAD,completion_ratio_OBS_MIX,mean_wait_ALL_BASELINE,mean_wait_ALL_PROSTAD,mean_wait_OBS_MIX,mix_arrival_pct_change,mix_in_stage_pct_change,mix_completion_change,mix_wait_pct_change,allpros_arrival_pct_change,allpros_in_stage_pct_change,allpros_completion_change,allpros_wait_pct_change,flag_obs_mix,flag_all_prostad
biopmdt_to_biopsy,1.4125970865838295,2.4528227290916367,1.7542261409302806,17.984246575342464,9.164794520547947,17.924794520547945,0.9142734679063127,0.9232264544110904,0.9178616741005243,27.440993788819874,27.514173571740077,27.47638146167558,24.18446544956663,-0.330578512396688,0.0035882061942116295,0.1289591518734399,73.63923176589928,-49.03987508093079,0.008952986504777716,0.26668051267887466,🟠 PRESSURE ↑,🟠 PRESSURE ↑
biopsy_to_pathrep,1.38747980366352,1.285785444129316,1.4212319318490032,5.271917808219178,2.6904109589041094,5.251780821917808,0.9713698430097789,0.9737755149367938,0.9727685013833872,8.614752226535739,8.600537393640842,8.612001832340816,2.432621224205466,-0.3819670001299288,0.001398658373608308,-0.03192656181626193,-7.329429896254274,-48.96713005066909,0.0024056719270149074,-0.1650057078961774,⚪ STABLE,🟢 IMPROVED
mri_to_report,1.7307384348077999,3.9817307692307695,2.2282740730345276,8.506849315068493,0.5672602739726027,4.801643835616439,0.9788947759265515,1.0,0.9902127115600612,7.320048019207683,1.0,4.212576312576313,28.74701504401383,-43.55555555555555,0.01131793563350969,-42.45152078889943,130.05964905800133,-93.3317230273752,0.021105224073448503,-86.33888743112044,🚀 FASTER FLOW,🚀 FASTER FLOW
pathrep_to_treatmdt,1.3196157744734145,1.1463969341527172,1.303682243653055,5.260547945205479,2.6932876712328766,5.227397260273973,0.9640655274684958,0.974901189949224,0.9598769967704331,10.835600578871201,10.93845285149633,10.824489795918367,-1.2074371289413852,-0.6301755116920869,-0.004188530698062687,-0.10253961348943612,-13.126460267559272,-48.802145721577,0.010835662480728203,0.9492069394444478,⚪ STABLE,🟢 IMPROVED
ref_to_mri,2.1115343041461365,2.1115343041461365,2.1115343041461365,30.204383561643834,0.0,15.205616438356165,0.9319516486179443,0.4543048772038973,0.9064683846146089,24.670701610059936,99.0939386621589,24.07580703663402,0.0,-49.65758394862399,-0.02548326400333545,-2.4113403130105366,0.0,-100.0,-0.47764677141404704,301.6664796503052,🟢 IMPROVED,🟢 IMPROVED
report_to_biopmdt,1.722809686809624,3.9817307692307695,2.2142458204455258,5.955342465753424,0.0,2.967123287671233,0.983545978417151,1.0,0.9918542120797804,5.242157939704626,0.0,2.6348639665148346,28.525271096308092,-50.17711735750103,0.00830823366262945,-49.73703583865506,131.1184340160239,-100.0,0.016454021582849032,-100.0,🚀 FASTER FLOW,🚀 FASTER FLOW
treatmdt_to_outpat,1.3210429183164039,1.1533860031446244,1.2993963277127323,5.238767123287671,2.6934246575342464,5.21013698630137,0.9575095975330008,0.972196602724547,0.963462918665021,11.181021456633424,11.152729384436702,11.154009077155825,-1.6385985877929659,-0.5465052427895255,0.005953321132020184,-0.2415913392382673,-12.691254224007267,-48.58666945584813,0.014687005191546199,-0.25303656116263806,⚪ STABLE,🟢 IMPROVED
