seed,pathway_type,stage,mean_in_stage,median_in_stage,peak_in_stage
1028,PROSTAD,biopsy_to_pathrep,1.6821917808219178,2.0,5
1028,PROSTAD,mri_to_report,0.3835616438356164,0.0,4
1028,PROSTAD,pathrep_to_treatmdt,1.643835616438356,2.0,6
1028,PROSTAD,ref_to_mri,1.643835616438356,1.0,7
1028,PROSTAD,report_to_biopmdt,0.0,0.0,0
1028,PROSTAD,treatmdt_to_outpat,1.6246575342465754,2.0,5
1029,BASELINE,biopmdt_to_biopsy,7.117808219178082,8.0,13
1029,BASELINE,biopsy_to_pathrep,1.9397260273972603,2.0,7
1029,BASELINE,mri_to_report,2.5863013698630137,2.0,7
1029,BASELINE,pathrep_to_treatmdt,1.515068493150685,2.0,8
1029,BASELINE,ref_to_mri,9.082191780821917,9.0,16
1029,BASELINE,report_to_biopmdt,1.9616438356164383,2.0,6
1029,BASELINE,treatmdt_to_outpat,1.5671232876712329,1.0,6
1029,PROSTAD,biopmdt_to_biopsy,5.778082191780822,6.0,11
1029,PROSTAD,biopsy_to_pathrep,1.832876712328767,2.0,6
1029,PROSTAD,mri_to_report,0.3917808219178082,0.0,4
1029,PROSTAD,pathrep_to_treatmdt,1.6,1.0,6
1029,PROSTAD,ref_to_mri,1.63013698630137,1.0,7
1029,PROSTAD,report_to_biopmdt,0.0,0.0,0
1029,PROSTAD,treatmdt_to_outpat,1.484931506849315,1.0,7
