seed,scenario,stage,mean_in_stage,median_in_stage,peak_in_stage
1000,ALL_BASELINE,biopmdt_to_biopsy,10.224657534246575,11.0,21
1000,ALL_BASELINE,biopsy_to_pathrep,2.8219178082191783,3.0,10
1000,ALL_BASELINE,mri_to_report,5.394520547945206,5.0,14
1000,ALL_BASELINE,pathrep_to_treatmdt,3.010958904109589,3.0,10
1000,ALL_BASELINE,ref_to_mri,18.202739726027396,18.0,26
1000,ALL_BASELINE,report_to_biopmdt,3.6356164383561644,4.0,12
1000,ALL_BASELINE,treatmdt_to_outpat,3.180821917808219,3.0,8
1000,ALL_PROSTAD,biopmdt_to_biopsy,8.408219178082192,9.0,15
1000,ALL_PROSTAD,biopsy_to_pathrep,2.421917808219178,2.0,7
1000,ALL_PROSTAD,mri_to_report,0.5643835616438356,0.0,4
1000,ALL_PROSTAD,pathrep_to_treatmdt,2.6136986301369864,2.0,8
1000,ALL_PROSTAD,ref_to_mri,0.0,0.0,0
1000,ALL_PROSTAD,report_to_biopmdt,0.0,0.0,0
1000,ALL_PROSTAD,treatmdt_to_outpat,2.841095890410959,3.0,9
1000,OBS_MIX,biopmdt_to_biopsy,10.657534246575343,11.0,17
1000,OBS_MIX,biopsy_to_pathrep,3.0136986301369864,3.0,8
1000,OBS_MIX,mri_to_report,3.0164383561643837,3.0,12
1000,OBS_MIX,pathrep_to_treatmdt,3.219178082191781,3.0,7
1000,OBS_MIX,ref_to_mri,8.663013698630136,9.0,13
1000,OBS_MIX,report_to_biopmdt,1.789041095890411,2.0,8
1000,OBS_MIX,treatmdt_to_outpat,3.3589041095890413,3.0,8
1001,ALL_BASELINE,biopmdt_to_biopsy,11.545205479452054,13.0,22
1001,ALL_BASELINE,biopsy_to_pathrep,3.3232876712328765,3.0,12
1001,ALL_BASELINE,mri_to_report,5.6876712328767125,6.0,14
1001,ALL_BASELINE,pathrep_to_treatmdt,3.3945205479452056,3.0,11
1001,ALL_BASELINE,ref_to_mri,19.145205479452056,20.0,31
1001,ALL_BASELINE,report_to_biopmdt,3.536986301369863,3.0,10
1001,ALL_BASELINE,treatmdt_to_outpat,3.315068493150685,4.0,9
1001,ALL_PROSTAD,biopmdt_to_biopsy,9.67123287671233,10.0,20
1001,ALL_PROSTAD,biopsy_to_pathrep,2.8794520547945206,3.0,8
1001,ALL_PROSTAD,mri_to_report,0.5534246575342465,0.0,4
1001,ALL_PROSTAD,pathrep_to_treatmdt,2.915068493150685,3.0,7
1001,ALL_PROSTAD,ref_to_mri,0.0,0.0,0
1001,ALL_PROSTAD,report_to_biopmdt,0.0,0.0,0
1001,ALL_PROSTAD,treatmdt_to_outpat,2.9534246575342467,3.0,8
1001,OBS_MIX,biopmdt_to_biopsy,12.035616438356165,13.0,23
1001,OBS_MIX,biopsy_to_pathrep,3.4821917808219176,3.0,10
1001,OBS_MIX,mri_to_report,3.4986301369863013,3.0,11
1001,OBS_MIX,pathrep_to_treatmdt,3.665753424657534,4.0,13
1001,OBS_MIX,ref_to_mri,10.764383561643836,11.0,21
1001,OBS_MIX,report_to_biopmdt,1.8904109589041096,2.0,7
1001,OBS_MIX,treatmdt_to_outpat,3.589041095890411,4.0,11
1002,ALL_BASELINE,biopmdt_to_biopsy,11.04109589041096,12.0,22
1002,ALL_BASELINE,biopsy_to_pathrep,2.9808219178082194,3.0,9
1002,ALL_BASELINE,mri_to_report,5.0849315068493155,5.0,14
1002,ALL_BASELINE,pathrep_to_treatmdt,3.0712328767123287,3.0,12
1002,ALL_BASELINE,ref_to_mri,17.53972602739726,18.0,29
1002,ALL_BASELINE,report_to_biopmdt,3.717808219178082,4.0,12
1002,ALL_BASELINE,treatmdt_to_outpat,2.813698630136986,3.0,10
1002,ALL_PROSTAD,biopmdt_to_biopsy,9.389041095890411,9.0,19
1002,ALL_PROSTAD,biopsy_to_pathrep,2.5178082191780824,2.0,7
1002,ALL_PROSTAD,mri_to_report,0.5397260273972603,0.0,4
1002,ALL_PROSTAD,pathrep_to_treatmdt,2.6054794520547944,2.0,7
1002,ALL_PROSTAD,ref_to_mri,0.0,0.0,0
1002,ALL_PROSTAD,report_to_biopmdt,0.0,0.0,0
1002,ALL_PROSTAD,treatmdt_to_outpat,2.293150684931507,2.0,7
1002,OBS_MIX,biopmdt_to_biopsy,12.04109589041096,13.0,23
1002,OBS_MIX,biopsy_to_pathrep,3.197260273972603,3.0,10
1002,OBS_MIX,mri_to_report,2.813698630136986,3.0,10
1002,OBS_MIX,pathrep_to_treatmdt,3.2164383561643834,3.0,13
1002,OBS_MIX,ref_to_mri,8.117808219178082,9.0,16
1002,OBS_MIX,report_to_biopmdt,1.8136986301369864,2.0,7
1002,OBS_MIX,treatmdt_to_outpat,2.956164383561644,3.0,10
1003,ALL_BASELINE,biopmdt_to_biopsy,11.04109589041096,12.0,19
1003,ALL_BASELINE,biopsy_to_pathrep,2.8876712328767122,3.0,8
1003,ALL_BASELINE,mri_to_report,5.1726027397260275,5.0,17
1003,ALL_BASELINE,pathrep_to_treatmdt,3.1232876712328768,3.0,10
1003,ALL_BASELINE,ref_to_mri,17.898630136986302,17.0,32
1003,ALL_BASELINE,report_to_biopmdt,3.580821917808219,3.0,12
1003,ALL_BASELINE,treatmdt_to_outpat,3.136986301369863,3.0,11
1003,ALL_PROSTAD,biopmdt_to_biopsy,8.978082191780821,9.0,16
1003,ALL_PROSTAD,biopsy_to_pathrep,2.282191780821918,2.0,7
1003,ALL_PROSTAD,mri_to_report,0.5589041095890411,0.0,4
1003,ALL_PROSTAD,pathrep_to_treatmdt,2.558904109589041,2.0,8
1003,ALL_PROSTAD,ref_to_mri,0.0,0.0,0
1003,ALL_PROSTAD,report_to_biopmdt,0.0,0.0,0
1003,ALL_PROSTAD,treatmdt_to_outpat,2.6684931506849314,3.0,7
1003,OBS_MIX,biopmdt_to_biopsy,11.38082191780822,12.0,20
1003,OBS_MIX,biopsy_to_pathrep,2.9863013698630136,3.0,10
1003,OBS_MIX,mri_to_report,3.073972602739726,3.0,11
1003,OBS_MIX,pathrep_to_treatmdt,3.180821917808219,3.0,9
1003,OBS_MIX,ref_to_mri,9.0,9.0,21
1003,OBS_MIX,report_to_biopmdt,1.8794520547945206,2.0,8
1003,OBS_MIX,treatmdt_to_outpat,3.419178082191781,3.0,10
1004,ALL_BASELINE,biopmdt_to_biopsy,10.838356164383562,12.0,19
1004,ALL_BASELINE,biopsy_to_pathrep,3.073972602739726,3.0,10
1004,ALL_BASELINE,mri_to_report,5.8,6.0,15
1004,ALL_BASELINE,pathrep_to_treatmdt,2.9616438356164383,3.0,9
1004,ALL_BASELINE,ref_to_mri,21.410958904109588,22.0,33
1004,ALL_BASELINE,report_to_biopmdt,4.041095890410959,4.0,12
1004,ALL_BASELINE,treatmdt_to_outpat,3.0821917808219177,3.0,9
1004,ALL_PROSTAD,biopmdt_to_biopsy,8.506849315068493,9.0,16
1004,ALL_PROSTAD,biopsy_to_pathrep,2.3068493150684932,2.0,6
1004,ALL_PROSTAD,mri_to_report,0.5589041095890411,0.0,4
1004,ALL_PROSTAD,pathrep_to_treatmdt,2.326027397260274,2.0,7
1004,ALL_PROSTAD,ref_to_mri,0.0,0.0,0
1004,ALL_PROSTAD,report_to_biopmdt,0.0,0.0,0
1004,ALL_PROSTAD,treatmdt_to_outpat,2.578082191780822,2.0,7
1004,OBS_MIX,biopmdt_to_biopsy,11.646575342465754,13.0,18
1004,OBS_MIX,biopsy_to_pathrep,3.334246575342466,3.0,10
1004,OBS_MIX,mri_to_report,3.186301369863014,3.0,13
1004,OBS_MIX,pathrep_to_treatmdt,3.249315068493151,3.0,10
1004,OBS_MIX,ref_to_mri,10.172602739726027,11.0,16
1004,OBS_MIX,report_to_biopmdt,2.0712328767123287,2.0,10
1004,OBS_MIX,treatmdt_to_outpat,3.2849315068493152,3.0,9
1005,ALL_BASELINE,biopmdt_to_biopsy,12.463013698630137,13.0,22
1005,ALL_BASELINE,biopsy_to_pathrep,3.271232876712329,3.0,9
1005,ALL_BASELINE,mri_to_report,5.602739726027397,6.0,12
1005,ALL_BASELINE,pathrep_to_treatmdt,3.5863013698630137,3.0,12
1005,ALL_BASELINE,ref_to_mri,19.08219178082192,19.0,30
1005,ALL_BASELINE,report_to_biopmdt,3.863013698630137,4.0,10
1005,ALL_BASELINE,treatmdt_to_outpat,3.287671232876712,3.0,11
1005,ALL_PROSTAD,biopmdt_to_biopsy,9.342465753424657,10.0,15
1005,ALL_PROSTAD,biopsy_to_pathrep,2.5287671232876714,2.0,7
1005,ALL_PROSTAD,mri_to_report,0.5616438356164384,0.0,4
1005,ALL_PROSTAD,pathrep_to_treatmdt,2.7095890410958905,2.0,8
1005,ALL_PROSTAD,ref_to_mri,0.0,0.0,0
1005,ALL_PROSTAD,report_to_biopmdt,0.0,0.0,0
1005,ALL_PROSTAD,treatmdt_to_outpat,2.682191780821918,3.0,6
1005,OBS_MIX,biopmdt_to_biopsy,12.893150684931507,14.0,22
1005,OBS_MIX,biopsy_to_pathrep,3.5013698630136987,3.0,11
1005,OBS_MIX,mri_to_report,3.095890410958904,3.0,9
1005,OBS_MIX,pathrep_to_treatmdt,3.9205479452054797,4.0,12
1005,OBS_MIX,ref_to_mri,8.575342465753424,8.0,17
1005,OBS_MIX,report_to_biopmdt,1.83013698630137,2.0,6
1005,OBS_MIX,treatmdt_to_outpat,3.4246575342465753,4.0,9
