observed_pathway,stage,day_index,n_in_stage
prostad,treatmdt_to_outpat,623,2
prostad,treatmdt_to_outpat,624,3
prostad,treatmdt_to_outpat,625,3
prostad,treatmdt_to_outpat,626,3
prostad,treatmdt_to_outpat,627,2
prostad,treatmdt_to_outpat,628,2
prostad,treatmdt_to_outpat,629,1
prostad,treatmdt_to_outpat,630,1
prostad,treatmdt_to_outpat,631,2
prostad,treatmdt_to_outpat,632,2
prostad,treatmdt_to_outpat,633,2
prostad,treatmdt_to_outpat,634,2
prostad,treatmdt_to_outpat,635,2
prostad,treatmdt_to_outpat,636,1
prostad,treatmdt_to_outpat,637,1
prostad,treatmdt_to_outpat,638,4
prostad,treatmdt_to_outpat,639,4
prostad,treatmdt_to_outpat,640,4
prostad,treatmdt_to_outpat,641,4
prostad,treatmdt_to_outpat,642,4
prostad,treatmdt_to_outpat,643,2
prostad,treatmdt_to_outpat,644,2
prostad,treatmdt_to_outpat,645,1
prostad,treatmdt_to_outpat,646,1
prostad,treatmdt_to_outpat,647,1
prostad,treatmdt_to_outpat,648,1
prostad,treatmdt_to_outpat,649,1
prostad,treatmdt_to_outpat,666,2
prostad,treatmdt_to_outpat,667,2
prostad,treatmdt_to_outpat,668,2
prostad,treatmdt_to_outpat,669,2
prostad,treatmdt_to_outpat,670,2
prostad,treatmdt_to_outpat,680,1
prostad,treatmdt_to_outpat,681,1
prostad,treatmdt_to_outpat,682,1
prostad,treatmdt_to_outpat,683,1
prostad,treatmdt_to_outpat,684,1
prostad,treatmdt_to_outpat,687,1
prostad,treatmdt_to_outpat,688,1
prostad,treatmdt_to_outpat,689,1
prostad,treatmdt_to_outpat,690,1
prostad,treatmdt_to_outpat,691,1
prostad,treatmdt_to_outpat,692,1
prostad,treatmdt_to_outpat,693,1
prostad,treatmdt_to_outpat,694,3
prostad,treatmdt_to_outpat,695,3
prostad,treatmdt_to_outpat,696,3
prostad,treatmdt_to_outpat,697,3
prostad,treatmdt_to_outpat,698,3
prostad,treatmdt_to_outpat,699,2
prostad,treatmdt_to_outpat,700,1
prostad,treatmdt_to_outpat,701,3
prostad,treatmdt_to_outpat,702,3
prostad,treatmdt_to_outpat,703,3
prostad,treatmdt_to_outpat,704,3
prostad,treatmdt_to_outpat,705,3
prostad,treatmdt_to_outpat,706,2
prostad,treatmdt_to_outpat,707,2
prostad,treatmdt_to_outpat,708,3
prostad,treatmdt_to_outpat,709,3
prostad,treatmdt_to_outpat,710,3
prostad,treatmdt_to_outpat,711,3
prostad,treatmdt_to_outpat,712,3
prostad,treatmdt_to_outpat,713,1
prostad,treatmdt_to_outpat,714,1
prostad,treatmdt_to_outpat,715,2
prostad,treatmdt_to_outpat,716,2
prostad,treatmdt_to_outpat,717,2
prostad,treatmdt_to_outpat,718,2
prostad,treatmdt_to_outpat,719,2
prostad,treatmdt_to_outpat,720,1
prostad,treatmdt_to_outpat,721,1
prostad,treatmdt_to_outpat,722,1
prostad,treatmdt_to_outpat,723,1
prostad,treatmdt_to_outpat,724,1
prostad,treatmdt_to_outpat,725,1
prostad,treatmdt_to_outpat,726,1
prostad,treatmdt_to_outpat,729,3
prostad,treatmdt_to_outpat,730,3
prostad,treatmdt_to_outpat,731,3
prostad,treatmdt_to_outpat,732,2
prostad,treatmdt_to_outpat,733,2
prostad,treatmdt_to_outpat,734,2
prostad,treatmdt_to_outpat,735,2
prostad,treatmdt_to_outpat,736,2
prostad,treatmdt_to_outpat,737,2
prostad,treatmdt_to_outpat,738,2
prostad,treatmdt_to_outpat,739,2
prostad,treatmdt_to_outpat,740,2
prostad,treatmdt_to_outpat,743,4
prostad,treatmdt_to_outpat,744,4
prostad,treatmdt_to_outpat,745,4
prostad,treatmdt_to_outpat,746,4
prostad,treatmdt_to_outpat,747,4
prostad,treatmdt_to_outpat,748,1
prostad,treatmdt_to_outpat,749,1
prostad,treatmdt_to_outpat,750,2
prostad,treatmdt_to_outpat,751,2
prostad,treatmdt_to_outpat,752,2
prostad,treatmdt_to_outpat,753,2
prostad,treatmdt_to_outpat,754,2
prostad,treatmdt_to_outpat,764,1
prostad,treatmdt_to_outpat,765,1
prostad,treatmdt_to_outpat,766,1
prostad,treatmdt_to_outpat,767,1
prostad,treatmdt_to_outpat,768,1
prostad,treatmdt_to_outpat,769,1
prostad,treatmdt_to_outpat,778,2
prostad,treatmdt_to_outpat,779,2
prostad,treatmdt_to_outpat,780,2
prostad,treatmdt_to_outpat,781,2
prostad,treatmdt_to_outpat,782,2
prostad,treatmdt_to_outpat,783,2
prostad,treatmdt_to_outpat,784,2
prostad,treatmdt_to_outpat,785,2
prostad,treatmdt_to_outpat,786,2
prostad,treatmdt_to_outpat,787,2
prostad,treatmdt_to_outpat,788,2
prostad,treatmdt_to_outpat,789,2
prostad,treatmdt_to_outpat,790,1
prostad,treatmdt_to_outpat,791,1
prostad,treatmdt_to_outpat,792,1
prostad,treatmdt_to_outpat,793,1
prostad,treatmdt_to_outpat,794,1
prostad,treatmdt_to_outpat,795,1
prostad,treatmdt_to_outpat,796,1
prostad,treatmdt_to_outpat,806,1
prostad,treatmdt_to_outpat,807,1
prostad,treatmdt_to_outpat,808,1
prostad,treatmdt_to_outpat,809,1
prostad,treatmdt_to_outpat,810,1
prostad,treatmdt_to_outpat,813,3
prostad,treatmdt_to_outpat,814,3
prostad,treatmdt_to_outpat,815,3
prostad,treatmdt_to_outpat,816,3
prostad,treatmdt_to_outpat,817,3
prostad,treatmdt_to_outpat,818,3
prostad,treatmdt_to_outpat,819,3
prostad,treatmdt_to_outpat,820,4
prostad,treatmdt_to_outpat,821,4
prostad,treatmdt_to_outpat,822,4
prostad,treatmdt_to_outpat,823,4
prostad,treatmdt_to_outpat,824,4
prostad,treatmdt_to_outpat,825,1
prostad,treatmdt_to_outpat,826,1
prostad,treatmdt_to_outpat,827,1
prostad,treatmdt_to_outpat,828,1
prostad,treatmdt_to_outpat,829,1
prostad,treatmdt_to_outpat,830,1
prostad,treatmdt_to_outpat,831,1
prostad,treatmdt_to_outpat,841,1
prostad,treatmdt_to_outpat,842,1
prostad,treatmdt_to_outpat,843,1
prostad,treatmdt_to_outpat,844,1
prostad,treatmdt_to_outpat,845,1
prostad,treatmdt_to_outpat,846,1
prostad,treatmdt_to_outpat,847,1
prostad,treatmdt_to_outpat,848,1
prostad,treatmdt_to_outpat,849,1
prostad,treatmdt_to_outpat,850,1
prostad,treatmdt_to_outpat,851,1
prostad,treatmdt_to_outpat,852,1
prostad,treatmdt_to_outpat,855,1
prostad,treatmdt_to_outpat,856,1
prostad,treatmdt_to_outpat,857,1
prostad,treatmdt_to_outpat,858,1
prostad,treatmdt_to_outpat,859,1
prostad,treatmdt_to_outpat,860,1
prostad,treatmdt_to_outpat,861,1
prostad,treatmdt_to_outpat,862,3
prostad,treatmdt_to_outpat,863,3
prostad,treatmdt_to_outpat,864,3
prostad,treatmdt_to_outpat,865,3
prostad,treatmdt_to_outpat,866,3
prostad,treatmdt_to_outpat,867,2
prostad,treatmdt_to_outpat,868,3
prostad,treatmdt_to_outpat,869,3
prostad,treatmdt_to_outpat,870,3
prostad,treatmdt_to_outpat,871,3
prostad,treatmdt_to_outpat,872,3
prostad,treatmdt_to_outpat,873,3
prostad,treatmdt_to_outpat,874,1
prostad,treatmdt_to_outpat,875,1
prostad,treatmdt_to_outpat,876,1
prostad,treatmdt_to_outpat,877,1
prostad,treatmdt_to_outpat,878,1
prostad,treatmdt_to_outpat,879,1
prostad,treatmdt_to_outpat,880,1
prostad,treatmdt_to_outpat,883,1
prostad,treatmdt_to_outpat,884,1
prostad,treatmdt_to_outpat,885,1
prostad,treatmdt_to_outpat,886,1
prostad,treatmdt_to_outpat,887,1
prostad,treatmdt_to_outpat,897,1
prostad,treatmdt_to_outpat,898,1
prostad,treatmdt_to_outpat,899,1
prostad,treatmdt_to_outpat,900,1
prostad,treatmdt_to_outpat,901,1
prostad,treatmdt_to_outpat,902,1
prostad,treatmdt_to_outpat,904,1
prostad,treatmdt_to_outpat,905,1
prostad,treatmdt_to_outpat,906,1
prostad,treatmdt_to_outpat,907,1
prostad,treatmdt_to_outpat,908,1
prostad,treatmdt_to_outpat,909,1
prostad,treatmdt_to_outpat,910,1
prostad,treatmdt_to_outpat,911,2
prostad,treatmdt_to_outpat,912,2
prostad,treatmdt_to_outpat,913,2
prostad,treatmdt_to_outpat,914,2
prostad,treatmdt_to_outpat,915,2
prostad,treatmdt_to_outpat,916,2
prostad,treatmdt_to_outpat,917,2
prostad,treatmdt_to_outpat,918,2
prostad,treatmdt_to_outpat,919,2
prostad,treatmdt_to_outpat,920,2
prostad,treatmdt_to_outpat,921,2
prostad,treatmdt_to_outpat,922,2
standard,biopmdt_to_biopsy,44,2
standard,biopmdt_to_biopsy,45,2
standard,biopmdt_to_biopsy,46,2
standard,biopmdt_to_biopsy,47,2
standard,biopmdt_to_biopsy,48,2
standard,biopmdt_to_biopsy,49,2
standard,biopmdt_to_biopsy,50,2
standard,biopmdt_to_biopsy,51,5
standard,biopmdt_to_biopsy,52,5
standard,biopmdt_to_biopsy,53,5
standard,biopmdt_to_biopsy,54,5
standard,biopmdt_to_biopsy,55,5
standard,biopmdt_to_biopsy,56,5
standard,biopmdt_to_biopsy,57,5
standard,biopmdt_to_biopsy,58,5
standard,biopmdt_to_biopsy,59,6
standard,biopmdt_to_biopsy,60,6
standard,biopmdt_to_biopsy,61,6
standard,biopmdt_to_biopsy,62,6
standard,biopmdt_to_biopsy,63,6
standard,biopmdt_to_biopsy,64,6
standard,biopmdt_to_biopsy,65,7
standard,biopmdt_to_biopsy,66,7
standard,biopmdt_to_biopsy,67,7
standard,biopmdt_to_biopsy,68,7
standard,biopmdt_to_biopsy,69,7
standard,biopmdt_to_biopsy,70,6
standard,biopmdt_to_biopsy,71,6
standard,biopmdt_to_biopsy,72,7
standard,biopmdt_to_biopsy,73,6
standard,biopmdt_to_biopsy,74,6
standard,biopmdt_to_biopsy,75,6
standard,biopmdt_to_biopsy,76,5
standard,biopmdt_to_biopsy,77,5
standard,biopmdt_to_biopsy,78,5
standard,biopmdt_to_biopsy,79,5
standard,biopmdt_to_biopsy,80,4
standard,biopmdt_to_biopsy,81,3
standard,biopmdt_to_biopsy,82,3
standard,biopmdt_to_biopsy,83,3
standard,biopmdt_to_biopsy,84,3
standard,biopmdt_to_biopsy,85,3
standard,biopmdt_to_biopsy,86,3
standard,biopmdt_to_biopsy,87,1
standard,biopmdt_to_biopsy,88,1
standard,biopmdt_to_biopsy,89,1
standard,biopmdt_to_biopsy,90,1
standard,biopmdt_to_biopsy,91,1
standard,biopmdt_to_biopsy,92,1
standard,biopmdt_to_biopsy,93,5
standard,biopmdt_to_biopsy,94,5
standard,biopmdt_to_biopsy,95,4
standard,biopmdt_to_biopsy,96,4
standard,biopmdt_to_biopsy,97,4
standard,biopmdt_to_biopsy,98,4
standard,biopmdt_to_biopsy,99,4
standard,biopmdt_to_biopsy,100,4
standard,biopmdt_to_biopsy,101,5
standard,biopmdt_to_biopsy,102,5
standard,biopmdt_to_biopsy,103,5
standard,biopmdt_to_biopsy,104,5
standard,biopmdt_to_biopsy,105,5
standard,biopmdt_to_biopsy,106,5
standard,biopmdt_to_biopsy,107,5
standard,biopmdt_to_biopsy,108,5
standard,biopmdt_to_biopsy,109,5
standard,biopmdt_to_biopsy,110,5
standard,biopmdt_to_biopsy,111,5
standard,biopmdt_to_biopsy,112,5
standard,biopmdt_to_biopsy,113,5
standard,biopmdt_to_biopsy,114,5
standard,biopmdt_to_biopsy,115,4
standard,biopmdt_to_biopsy,116,3
standard,biopmdt_to_biopsy,117,3
standard,biopmdt_to_biopsy,118,3
standard,biopmdt_to_biopsy,119,3
standard,biopmdt_to_biopsy,120,3
standard,biopmdt_to_biopsy,121,4
standard,biopmdt_to_biopsy,122,5
standard,biopmdt_to_biopsy,123,8
standard,biopmdt_to_biopsy,124,8
standard,biopmdt_to_biopsy,125,8
standard,biopmdt_to_biopsy,126,8
standard,biopmdt_to_biopsy,127,8
standard,biopmdt_to_biopsy,128,9
standard,biopmdt_to_biopsy,129,9
standard,biopmdt_to_biopsy,130,9
standard,biopmdt_to_biopsy,131,9
standard,biopmdt_to_biopsy,132,9
standard,biopmdt_to_biopsy,133,9
standard,biopmdt_to_biopsy,134,9
standard,biopmdt_to_biopsy,135,13
standard,biopmdt_to_biopsy,136,11
standard,biopmdt_to_biopsy,137,11
standard,biopmdt_to_biopsy,138,11
standard,biopmdt_to_biopsy,139,11
standard,biopmdt_to_biopsy,140,11
standard,biopmdt_to_biopsy,141,11
standard,biopmdt_to_biopsy,142,14
standard,biopmdt_to_biopsy,143,14
standard,biopmdt_to_biopsy,144,11
standard,biopmdt_to_biopsy,145,11
standard,biopmdt_to_biopsy,146,11
standard,biopmdt_to_biopsy,147,11
standard,biopmdt_to_biopsy,148,11
standard,biopmdt_to_biopsy,149,12
standard,biopmdt_to_biopsy,150,10
standard,biopmdt_to_biopsy,151,10
standard,biopmdt_to_biopsy,152,9
standard,biopmdt_to_biopsy,153,8
standard,biopmdt_to_biopsy,154,8
standard,biopmdt_to_biopsy,155,8
standard,biopmdt_to_biopsy,156,10
standard,biopmdt_to_biopsy,157,8
standard,biopmdt_to_biopsy,158,7
standard,biopmdt_to_biopsy,159,7
standard,biopmdt_to_biopsy,160,7
standard,biopmdt_to_biopsy,161,7
standard,biopmdt_to_biopsy,162,7
standard,biopmdt_to_biopsy,163,7
standard,biopmdt_to_biopsy,164,5
standard,biopmdt_to_biopsy,165,3
standard,biopmdt_to_biopsy,166,3
standard,biopmdt_to_biopsy,167,3
standard,biopmdt_to_biopsy,168,3
standard,biopmdt_to_biopsy,169,3
standard,biopmdt_to_biopsy,170,2
standard,biopmdt_to_biopsy,171,2
standard,biopmdt_to_biopsy,172,2
standard,biopmdt_to_biopsy,173,2
standard,biopmdt_to_biopsy,174,2
standard,biopmdt_to_biopsy,175,2
standard,biopmdt_to_biopsy,176,2
standard,biopmdt_to_biopsy,177,2
standard,biopmdt_to_biopsy,178,2
standard,biopmdt_to_biopsy,179,2
standard,biopmdt_to_biopsy,180,2
standard,biopmdt_to_biopsy,181,2
standard,biopmdt_to_biopsy,182,2
standard,biopmdt_to_biopsy,183,2
standard,biopmdt_to_biopsy,184,2
standard,biopmdt_to_biopsy,185,1
standard,biopmdt_to_biopsy,186,1
standard,biopmdt_to_biopsy,187,1
standard,biopmdt_to_biopsy,188,1
standard,biopmdt_to_biopsy,189,1
standard,biopmdt_to_biopsy,190,1
standard,biopmdt_to_biopsy,191,1
standard,biopmdt_to_biopsy,192,1
standard,biopmdt_to_biopsy,193,1
standard,biopmdt_to_biopsy,194,1
standard,biopmdt_to_biopsy,195,1
standard,biopmdt_to_biopsy,196,1
standard,biopmdt_to_biopsy,197,1
standard,biopmdt_to_biopsy,198,1
standard,biopmdt_to_biopsy,199,1
standard,biopmdt_to_biopsy,200,1
standard,biopmdt_to_biopsy,201,1
standard,biopmdt_to_biopsy,202,1
standard,biopmdt_to_biopsy,203,1
standard,biopmdt_to_biopsy,204,1
standard,biopmdt_to_biopsy,205,1
standard,biopmdt_to_biopsy,206,1
standard,biopmdt_to_biopsy,207,1
standard,biopmdt_to_biopsy,208,1
standard,biopmdt_to_biopsy,209,1
standard,biopmdt_to_biopsy,210,1
standard,biopmdt_to_biopsy,211,1
standard,biopmdt_to_biopsy,213,2
standard,biopmdt_to_biopsy,214,2
standard,biopmdt_to_biopsy,215,2
standard,biopmdt_to_biopsy,216,2
standard,biopmdt_to_biopsy,217,2
standard,biopmdt_to_biopsy,218,2
standard,biopmdt_to_biopsy,219,2
standard,biopmdt_to_biopsy,220,2
standard,biopmdt_to_biopsy,221,2
standard,biopmdt_to_biopsy,222,2
standard,biopmdt_to_biopsy,223,2
standard,biopmdt_to_biopsy,224,2
standard,biopmdt_to_biopsy,225,2
standard,biopmdt_to_biopsy,226,2
standard,biopmdt_to_biopsy,227,1
standard,biopmdt_to_biopsy,228,1
standard,biopmdt_to_biopsy,229,1
standard,biopmdt_to_biopsy,230,1
standard,biopmdt_to_biopsy,231,1
standard,biopmdt_to_biopsy,232,1
standard,biopmdt_to_biopsy,233,1
standard,biopmdt_to_biopsy,234,1
standard,biopmdt_to_biopsy,235,1
standard,biopmdt_to_biopsy,236,1
standard,biopmdt_to_biopsy,237,1
standard,biopmdt_to_biopsy,238,1
standard,biopmdt_to_biopsy,239,1
standard,biopmdt_to_biopsy,240,1
standard,biopmdt_to_biopsy,241,1
standard,biopmdt_to_biopsy,242,1
standard,biopmdt_to_biopsy,243,1
standard,biopmdt_to_biopsy,244,1
standard,biopmdt_to_biopsy,245,1
standard,biopmdt_to_biopsy,246,1
standard,biopmdt_to_biopsy,247,6
standard,biopmdt_to_biopsy,248,6
standard,biopmdt_to_biopsy,249,6
standard,biopmdt_to_biopsy,250,6
standard,biopmdt_to_biopsy,251,6
standard,biopmdt_to_biopsy,252,6
standard,biopmdt_to_biopsy,253,6
standard,biopmdt_to_biopsy,254,8
standard,biopmdt_to_biopsy,255,8
standard,biopmdt_to_biopsy,256,8
standard,biopmdt_to_biopsy,257,8
standard,biopmdt_to_biopsy,258,8
standard,biopmdt_to_biopsy,259,8
standard,biopmdt_to_biopsy,260,8
standard,biopmdt_to_biopsy,261,11
standard,biopmdt_to_biopsy,262,11
standard,biopmdt_to_biopsy,263,11
standard,biopmdt_to_biopsy,264,11
standard,biopmdt_to_biopsy,265,11
standard,biopmdt_to_biopsy,266,11
standard,biopmdt_to_biopsy,267,11
standard,biopmdt_to_biopsy,268,11
standard,biopmdt_to_biopsy,269,7
standard,biopmdt_to_biopsy,270,7
standard,biopmdt_to_biopsy,271,7
standard,biopmdt_to_biopsy,272,7
standard,biopmdt_to_biopsy,273,7
standard,biopmdt_to_biopsy,274,7
standard,biopmdt_to_biopsy,275,10
standard,biopmdt_to_biopsy,276,9
standard,biopmdt_to_biopsy,277,8
standard,biopmdt_to_biopsy,278,8
standard,biopmdt_to_biopsy,279,8
standard,biopmdt_to_biopsy,280,8
standard,biopmdt_to_biopsy,281,8
standard,biopmdt_to_biopsy,282,11
standard,biopmdt_to_biopsy,283,11
standard,biopmdt_to_biopsy,284,9
standard,biopmdt_to_biopsy,285,9
standard,biopmdt_to_biopsy,286,9
standard,biopmdt_to_biopsy,287,9
standard,biopmdt_to_biopsy,288,9
standard,biopmdt_to_biopsy,289,14
standard,biopmdt_to_biopsy,290,14
standard,biopmdt_to_biopsy,291,14
standard,biopmdt_to_biopsy,292,14
standard,biopmdt_to_biopsy,293,14
standard,biopmdt_to_biopsy,294,14
standard,biopmdt_to_biopsy,295,14
standard,biopmdt_to_biopsy,296,15
standard,biopmdt_to_biopsy,297,12
standard,biopmdt_to_biopsy,298,10
standard,biopmdt_to_biopsy,299,10
standard,biopmdt_to_biopsy,300,10
standard,biopmdt_to_biopsy,301,10
standard,biopmdt_to_biopsy,302,10
standard,biopmdt_to_biopsy,303,12
standard,biopmdt_to_biopsy,304,10
standard,biopmdt_to_biopsy,305,9
standard,biopmdt_to_biopsy,306,8
standard,biopmdt_to_biopsy,307,8
standard,biopmdt_to_biopsy,308,8
standard,biopmdt_to_biopsy,309,8
standard,biopmdt_to_biopsy,310,8
standard,biopmdt_to_biopsy,311,7
standard,biopmdt_to_biopsy,312,6
standard,biopmdt_to_biopsy,313,6
standard,biopmdt_to_biopsy,314,6
standard,biopmdt_to_biopsy,315,6
standard,biopmdt_to_biopsy,316,6
standard,biopmdt_to_biopsy,317,11
standard,biopmdt_to_biopsy,318,11
standard,biopmdt_to_biopsy,319,11
standard,biopmdt_to_biopsy,320,11
standard,biopmdt_to_biopsy,321,11
standard,biopmdt_to_biopsy,322,11
standard,biopmdt_to_biopsy,323,11
standard,biopmdt_to_biopsy,324,12
standard,biopmdt_to_biopsy,325,12
standard,biopmdt_to_biopsy,326,12
standard,biopmdt_to_biopsy,327,12
standard,biopmdt_to_biopsy,328,12
standard,biopmdt_to_biopsy,329,12
standard,biopmdt_to_biopsy,330,12
standard,biopmdt_to_biopsy,331,12
standard,biopmdt_to_biopsy,332,11
standard,biopmdt_to_biopsy,333,10
standard,biopmdt_to_biopsy,334,10
standard,biopmdt_to_biopsy,335,7
standard,biopmdt_to_biopsy,336,7
standard,biopmdt_to_biopsy,337,7
standard,biopmdt_to_biopsy,338,6
standard,biopmdt_to_biopsy,339,6
standard,biopmdt_to_biopsy,340,6
standard,biopmdt_to_biopsy,341,6
standard,biopmdt_to_biopsy,342,6
standard,biopmdt_to_biopsy,343,7
standard,biopmdt_to_biopsy,344,7
standard,biopmdt_to_biopsy,345,8
standard,biopmdt_to_biopsy,346,8
standard,biopmdt_to_biopsy,347,8
standard,biopmdt_to_biopsy,348,8
standard,biopmdt_to_biopsy,349,8
standard,biopmdt_to_biopsy,350,8
standard,biopmdt_to_biopsy,351,8
standard,biopmdt_to_biopsy,352,8
standard,biopmdt_to_biopsy,353,7
standard,biopmdt_to_biopsy,354,6
standard,biopmdt_to_biopsy,355,5
standard,biopmdt_to_biopsy,356,5
standard,biopmdt_to_biopsy,357,5
standard,biopmdt_to_biopsy,358,5
standard,biopmdt_to_biopsy,359,5
standard,biopmdt_to_biopsy,360,5
standard,biopmdt_to_biopsy,361,4
standard,biopmdt_to_biopsy,362,4
standard,biopmdt_to_biopsy,363,4
standard,biopmdt_to_biopsy,364,4
standard,biopmdt_to_biopsy,365,4
standard,biopmdt_to_biopsy,366,4
standard,biopmdt_to_biopsy,367,3
standard,biopmdt_to_biopsy,368,3
standard,biopmdt_to_biopsy,369,3
standard,biopmdt_to_biopsy,370,3
standard,biopmdt_to_biopsy,371,3
standard,biopmdt_to_biopsy,372,3
standard,biopmdt_to_biopsy,373,3
standard,biopmdt_to_biopsy,374,3
standard,biopmdt_to_biopsy,375,3
standard,biopmdt_to_biopsy,376,1
standard,biopmdt_to_biopsy,377,1
standard,biopmdt_to_biopsy,378,1
standard,biopmdt_to_biopsy,379,1
standard,biopmdt_to_biopsy,380,1
standard,biopmdt_to_biopsy,381,1
standard,biopsy_to_pathrep,70,1
standard,biopsy_to_pathrep,71,1
standard,biopsy_to_pathrep,72,1
standard,biopsy_to_pathrep,73,2
standard,biopsy_to_pathrep,74,2
standard,biopsy_to_pathrep,75,2
standard,biopsy_to_pathrep,76,3
standard,biopsy_to_pathrep,77,3
standard,biopsy_to_pathrep,78,2
standard,biopsy_to_pathrep,79,1
standard,biopsy_to_pathrep,80,2
standard,biopsy_to_pathrep,81,3
standard,biopsy_to_pathrep,82,3
standard,biopsy_to_pathrep,83,3
standard,biopsy_to_pathrep,84,3
standard,biopsy_to_pathrep,85,3
standard,biopsy_to_pathrep,86,2
standard,biopsy_to_pathrep,87,3
standard,biopsy_to_pathrep,88,2
standard,biopsy_to_pathrep,89,2
standard,biopsy_to_pathrep,90,2
standard,biopsy_to_pathrep,91,1
standard,biopsy_to_pathrep,92,1
standard,biopsy_to_pathrep,93,1
standard,biopsy_to_pathrep,94,1
standard,biopsy_to_pathrep,95,2
standard,biopsy_to_pathrep,96,2
standard,biopsy_to_pathrep,97,2
standard,biopsy_to_pathrep,98,2
standard,biopsy_to_pathrep,99,2
standard,biopsy_to_pathrep,115,2
standard,biopsy_to_pathrep,116,3
standard,biopsy_to_pathrep,117,3
standard,biopsy_to_pathrep,118,3
standard,biopsy_to_pathrep,119,2
standard,biopsy_to_pathrep,120,1
standard,biopsy_to_pathrep,121,1
standard,biopsy_to_pathrep,122,1
standard,biopsy_to_pathrep,136,2
standard,biopsy_to_pathrep,137,2
standard,biopsy_to_pathrep,138,2
standard,biopsy_to_pathrep,139,2
standard,biopsy_to_pathrep,140,2
standard,biopsy_to_pathrep,141,2
standard,biopsy_to_pathrep,142,2
standard,biopsy_to_pathrep,143,2
standard,biopsy_to_pathrep,144,5
standard,biopsy_to_pathrep,145,5
standard,biopsy_to_pathrep,146,5
standard,biopsy_to_pathrep,147,5
standard,biopsy_to_pathrep,148,4
standard,biopsy_to_pathrep,149,5
standard,biopsy_to_pathrep,150,7
standard,biopsy_to_pathrep,151,4
standard,biopsy_to_pathrep,152,5
standard,biopsy_to_pathrep,153,6
standard,biopsy_to_pathrep,154,6
standard,biopsy_to_pathrep,155,6
standard,biopsy_to_pathrep,156,5
standard,biopsy_to_pathrep,157,6
standard,biopsy_to_pathrep,158,6
standard,biopsy_to_pathrep,159,6
standard,biopsy_to_pathrep,160,6
standard,biopsy_to_pathrep,161,3
standard,biopsy_to_pathrep,162,2
standard,biopsy_to_pathrep,163,1
standard,biopsy_to_pathrep,164,2
standard,biopsy_to_pathrep,165,4
standard,biopsy_to_pathrep,166,4
standard,biopsy_to_pathrep,167,4
standard,biopsy_to_pathrep,168,4
standard,biopsy_to_pathrep,169,4
standard,biopsy_to_pathrep,170,5
standard,biopsy_to_pathrep,171,4
standard,biopsy_to_pathrep,172,3
standard,biopsy_to_pathrep,173,3
standard,biopsy_to_pathrep,174,3
standard,biopsy_to_pathrep,175,3
standard,biopsy_to_pathrep,176,3
standard,biopsy_to_pathrep,177,4
standard,biopsy_to_pathrep,178,2
standard,biopsy_to_pathrep,179,2
standard,biopsy_to_pathrep,180,2
standard,biopsy_to_pathrep,181,2
standard,biopsy_to_pathrep,182,2
standard,biopsy_to_pathrep,183,2
standard,biopsy_to_pathrep,184,2
standard,biopsy_to_pathrep,185,2
standard,biopsy_to_pathrep,186,1
standard,biopsy_to_pathrep,187,1
standard,biopsy_to_pathrep,188,1
standard,biopsy_to_pathrep,189,1
standard,biopsy_to_pathrep,212,1
standard,biopsy_to_pathrep,213,1
standard,biopsy_to_pathrep,214,1
standard,biopsy_to_pathrep,215,1
standard,biopsy_to_pathrep,216,1
standard,biopsy_to_pathrep,227,1
standard,biopsy_to_pathrep,228,1
standard,biopsy_to_pathrep,229,1
standard,biopsy_to_pathrep,230,1
standard,biopsy_to_pathrep,231,1
standard,biopsy_to_pathrep,232,1
standard,biopsy_to_pathrep,233,1
standard,biopsy_to_pathrep,234,1
standard,biopsy_to_pathrep,235,1
standard,biopsy_to_pathrep,236,1
standard,biopsy_to_pathrep,237,1
standard,biopsy_to_pathrep,261,1
standard,biopsy_to_pathrep,262,1
standard,biopsy_to_pathrep,269,3
standard,biopsy_to_pathrep,270,3
standard,biopsy_to_pathrep,271,3
standard,biopsy_to_pathrep,272,3
standard,biopsy_to_pathrep,273,3
standard,biopsy_to_pathrep,274,2
standard,biopsy_to_pathrep,275,3
standard,biopsy_to_pathrep,276,4
standard,biopsy_to_pathrep,277,3
standard,biopsy_to_pathrep,278,3
standard,biopsy_to_pathrep,279,3
standard,biopsy_to_pathrep,280,3
standard,biopsy_to_pathrep,281,2
standard,biopsy_to_pathrep,282,2
standard,biopsy_to_pathrep,283,2
standard,biopsy_to_pathrep,284,2
standard,biopsy_to_pathrep,285,2
standard,biopsy_to_pathrep,286,2
standard,biopsy_to_pathrep,287,2
standard,biopsy_to_pathrep,288,1
standard,biopsy_to_pathrep,289,2
standard,biopsy_to_pathrep,290,1
standard,biopsy_to_pathrep,291,1
standard,biopsy_to_pathrep,292,1
standard,biopsy_to_pathrep,293,1
standard,biopsy_to_pathrep,294,1
standard,biopsy_to_pathrep,295,1
standard,biopsy_to_pathrep,296,1
standard,biopsy_to_pathrep,297,3
standard,biopsy_to_pathrep,298,4
standard,biopsy_to_pathrep,299,4
standard,biopsy_to_pathrep,300,4
standard,biopsy_to_pathrep,301,4
standard,biopsy_to_pathrep,302,2
standard,biopsy_to_pathrep,303,2
standard,biopsy_to_pathrep,304,4
standard,biopsy_to_pathrep,305,4
standard,biopsy_to_pathrep,306,5
standard,biopsy_to_pathrep,307,5
standard,biopsy_to_pathrep,308,4
standard,biopsy_to_pathrep,309,3
