observed_pathway,stage,day_index,n_in_stage
standard,biopsy_to_pathrep,310,3
standard,biopsy_to_pathrep,311,2
standard,biopsy_to_pathrep,312,2
standard,biopsy_to_pathrep,313,2
standard,biopsy_to_pathrep,314,2
standard,biopsy_to_pathrep,315,2
standard,biopsy_to_pathrep,316,2
standard,biopsy_to_pathrep,317,2
standard,biopsy_to_pathrep,318,2
standard,biopsy_to_pathrep,319,2
standard,biopsy_to_pathrep,320,2
standard,biopsy_to_pathrep,321,2
standard,biopsy_to_pathrep,322,2
standard,biopsy_to_pathrep,323,2
standard,biopsy_to_pathrep,324,1
standard,biopsy_to_pathrep,325,1
standard,biopsy_to_pathrep,326,1
standard,biopsy_to_pathrep,327,1
standard,biopsy_to_pathrep,328,1
standard,biopsy_to_pathrep,329,1
standard,biopsy_to_pathrep,330,1
standard,biopsy_to_pathrep,331,1
standard,biopsy_to_pathrep,332,2
standard,biopsy_to_pathrep,333,3
standard,biopsy_to_pathrep,334,3
standard,biopsy_to_pathrep,335,6
standard,biopsy_to_pathrep,336,5
standard,biopsy_to_pathrep,337,5
standard,biopsy_to_pathrep,338,6
standard,biopsy_to_pathrep,339,5
standard,biopsy_to_pathrep,340,4
standard,biopsy_to_pathrep,341,4
standard,biopsy_to_pathrep,342,4
standard,biopsy_to_pathrep,343,4
standard,biopsy_to_pathrep,344,4
standard,biopsy_to_pathrep,345,4
standard,biopsy_to_pathrep,346,4
standard,biopsy_to_pathrep,347,3
standard,biopsy_to_pathrep,348,3
standard,biopsy_to_pathrep,349,3
standard,biopsy_to_pathrep,350,3
standard,biopsy_to_pathrep,351,1
standard,biopsy_to_pathrep,352,1
standard,biopsy_to_pathrep,353,2
standard,biopsy_to_pathrep,354,3
standard,biopsy_to_pathrep,355,4
standard,biopsy_to_pathrep,356,4
standard,biopsy_to_pathrep,357,4
standard,biopsy_to_pathrep,358,4
standard,biopsy_to_pathrep,359,3
standard,biopsy_to_pathrep,360,2
standard,biopsy_to_pathrep,361,3
standard,biopsy_to_pathrep,362,3
standard,biopsy_to_pathrep,363,3
standard,biopsy_to_pathrep,364,2
standard,biopsy_to_pathrep,365,2
standard,biopsy_to_pathrep,366,2
standard,biopsy_to_pathrep,367,3
standard,biopsy_to_pathrep,368,2
standard,biopsy_to_pathrep,369,2
standard,biopsy_to_pathrep,370,2
standard,biopsy_to_pathrep,371,2
standard,biopsy_to_pathrep,372,1
standard,biopsy_to_pathrep,373,1
standard,biopsy_to_pathrep,374,1
standard,biopsy_to_pathrep,375,1
standard,biopsy_to_pathrep,376,1
standard,biopsy_to_pathrep,377,1
standard,biopsy_to_pathrep,378,1
standard,mri_to_report,31,1
standard,mri_to_report,32,1
standard,mri_to_report,33,1
standard,mri_to_report,34,2
standard,mri_to_report,35,2
standard,mri_to_report,36,2
standard,mri_to_report,37,5
standard,mri_to_report,38,4
standard,mri_to_report,39,4
standard,mri_to_report,40,5
standard,mri_to_report,41,5
standard,mri_to_report,42,6
standard,mri_to_report,43,4
standard,mri_to_report,44,4
standard,mri_to_report,45,4
standard,mri_to_report,46,3
standard,mri_to_report,47,1
standard,mri_to_report,48,2
standard,mri_to_report,49,2
standard,mri_to_report,50,3
standard,mri_to_report,51,1
standard,mri_to_report,52,1
standard,mri_to_report,53,2
standard,mri_to_report,54,2
standard,mri_to_report,55,2
standard,mri_to_report,56,2
standard,mri_to_report,57,3
standard,mri_to_report,58,2
standard,mri_to_report,59,2
standard,mri_to_report,60,2
standard,mri_to_report,61,3
standard,mri_to_report,62,3
standard,mri_to_report,63,3
standard,mri_to_report,64,1
standard,mri_to_report,65,3
standard,mri_to_report,66,1
standard,mri_to_report,67,2
standard,mri_to_report,68,2
standard,mri_to_report,69,2
standard,mri_to_report,70,2
standard,mri_to_report,71,2
standard,mri_to_report,72,2
standard,mri_to_report,73,2
standard,mri_to_report,74,1
standard,mri_to_report,75,1
standard,mri_to_report,76,2
standard,mri_to_report,77,4
standard,mri_to_report,78,3
standard,mri_to_report,79,7
standard,mri_to_report,80,7
standard,mri_to_report,81,7
standard,mri_to_report,82,7
standard,mri_to_report,83,7
standard,mri_to_report,84,6
standard,mri_to_report,85,7
standard,mri_to_report,86,4
standard,mri_to_report,87,5
standard,mri_to_report,88,5
standard,mri_to_report,89,5
standard,mri_to_report,90,5
standard,mri_to_report,91,5
standard,mri_to_report,92,3
standard,mri_to_report,93,3
standard,mri_to_report,94,3
standard,mri_to_report,95,3
standard,mri_to_report,96,3
standard,mri_to_report,97,3
standard,mri_to_report,98,3
standard,mri_to_report,99,1
standard,mri_to_report,101,2
standard,mri_to_report,102,2
standard,mri_to_report,103,2
standard,mri_to_report,104,2
standard,mri_to_report,105,2
standard,mri_to_report,106,4
standard,mri_to_report,107,6
standard,mri_to_report,108,7
standard,mri_to_report,109,6
standard,mri_to_report,110,6
standard,mri_to_report,111,6
standard,mri_to_report,112,6
standard,mri_to_report,113,7
standard,mri_to_report,114,7
standard,mri_to_report,115,7
standard,mri_to_report,116,6
standard,mri_to_report,117,6
standard,mri_to_report,118,6
standard,mri_to_report,119,4
standard,mri_to_report,120,1
standard,mri_to_report,121,3
standard,mri_to_report,122,4
standard,mri_to_report,123,6
standard,mri_to_report,124,6
standard,mri_to_report,125,5
standard,mri_to_report,126,10
standard,mri_to_report,127,10
standard,mri_to_report,128,10
standard,mri_to_report,129,10
standard,mri_to_report,130,6
standard,mri_to_report,131,7
standard,mri_to_report,132,9
standard,mri_to_report,133,10
standard,mri_to_report,134,12
standard,mri_to_report,135,13
standard,mri_to_report,136,10
standard,mri_to_report,137,10
standard,mri_to_report,138,11
standard,mri_to_report,139,12
standard,mri_to_report,140,11
standard,mri_to_report,141,11
standard,mri_to_report,142,6
standard,mri_to_report,143,4
standard,mri_to_report,144,3
standard,mri_to_report,145,3
standard,mri_to_report,146,3
standard,mri_to_report,147,3
standard,mri_to_report,148,3
standard,mri_to_report,149,2
standard,mri_to_report,150,2
standard,mri_to_report,151,2
standard,mri_to_report,152,1
standard,mri_to_report,153,1
standard,mri_to_report,203,1
standard,mri_to_report,204,2
standard,mri_to_report,205,1
standard,mri_to_report,207,1
standard,mri_to_report,208,1
standard,mri_to_report,209,1
standard,mri_to_report,210,1
standard,mri_to_report,232,1
standard,mri_to_report,233,2
standard,mri_to_report,234,2
standard,mri_to_report,235,3
standard,mri_to_report,236,3
standard,mri_to_report,237,4
standard,mri_to_report,238,5
standard,mri_to_report,239,4
standard,mri_to_report,240,5
standard,mri_to_report,241,7
standard,mri_to_report,242,4
standard,mri_to_report,243,4
standard,mri_to_report,244,5
standard,mri_to_report,245,5
standard,mri_to_report,246,6
standard,mri_to_report,247,5
standard,mri_to_report,248,3
standard,mri_to_report,249,4
standard,mri_to_report,250,4
standard,mri_to_report,251,4
standard,mri_to_report,252,4
standard,mri_to_report,253,5
standard,mri_to_report,254,3
standard,mri_to_report,255,2
standard,mri_to_report,256,2
standard,mri_to_report,257,1
standard,mri_to_report,258,1
standard,mri_to_report,259,1
standard,mri_to_report,260,1
standard,mri_to_report,261,1
standard,mri_to_report,262,1
standard,mri_to_report,263,3
standard,mri_to_report,264,3
standard,mri_to_report,265,3
standard,mri_to_report,266,3
standard,mri_to_report,267,2
standard,mri_to_report,268,3
standard,mri_to_report,269,4
standard,mri_to_report,270,4
standard,mri_to_report,271,4
standard,mri_to_report,272,4
standard,mri_to_report,273,4
standard,mri_to_report,274,4
standard,mri_to_report,275,3
standard,mri_to_report,276,6
standard,mri_to_report,277,7
standard,mri_to_report,278,7
standard,mri_to_report,279,7
standard,mri_to_report,280,5
standard,mri_to_report,281,6
standard,mri_to_report,282,5
standard,mri_to_report,283,6
standard,mri_to_report,284,3
standard,mri_to_report,285,1
standard,mri_to_report,286,1
standard,mri_to_report,287,1
standard,mri_to_report,290,1
standard,mri_to_report,291,1
standard,mri_to_report,292,1
standard,mri_to_report,293,1
standard,mri_to_report,294,3
standard,mri_to_report,295,1
standard,mri_to_report,296,2
standard,mri_to_report,297,1
standard,mri_to_report,302,1
standard,mri_to_report,303,3
standard,mri_to_report,304,3
standard,mri_to_report,305,4
standard,mri_to_report,306,4
standard,mri_to_report,307,4
standard,mri_to_report,308,5
standard,mri_to_report,309,7
standard,mri_to_report,310,5
standard,mri_to_report,311,5
standard,mri_to_report,312,5
standard,mri_to_report,313,4
standard,mri_to_report,314,4
standard,mri_to_report,315,3
standard,mri_to_report,316,1
standard,mri_to_report,317,2
standard,mri_to_report,318,1
standard,mri_to_report,319,1
standard,mri_to_report,320,1
standard,mri_to_report,321,1
standard,mri_to_report,322,1
standard,mri_to_report,325,1
standard,mri_to_report,326,1
standard,mri_to_report,327,1
standard,mri_to_report,328,1
standard,mri_to_report,329,2
standard,mri_to_report,330,2
standard,mri_to_report,331,2
standard,mri_to_report,332,2
standard,mri_to_report,333,2
standard,mri_to_report,334,2
standard,mri_to_report,335,2
standard,mri_to_report,336,3
standard,mri_to_report,337,3
standard,mri_to_report,338,3
standard,mri_to_report,339,1
standard,mri_to_report,340,2
standard,mri_to_report,341,2
standard,mri_to_report,342,2
standard,mri_to_report,343,2
standard,mri_to_report,344,2
standard,mri_to_report,345,2
standard,mri_to_report,346,2
standard,mri_to_report,347,2
standard,mri_to_report,348,2
standard,mri_to_report,349,3
standard,mri_to_report,350,3
standard,mri_to_report,351,5
standard,mri_to_report,352,5
standard,mri_to_report,353,8
standard,mri_to_report,354,8
standard,mri_to_report,355,8
standard,mri_to_report,356,8
standard,mri_to_report,357,9
standard,mri_to_report,358,12
standard,mri_to_report,359,10
standard,mri_to_report,360,11
standard,mri_to_report,361,13
standard,mri_to_report,362,13
standard,mri_to_report,363,13
standard,mri_to_report,364,10
standard,mri_to_report,365,9
standard,mri_to_report,366,9
standard,mri_to_report,367,9
standard,mri_to_report,368,10
standard,mri_to_report,369,10
standard,mri_to_report,370,9
standard,mri_to_report,371,8
standard,mri_to_report,372,8
standard,mri_to_report,373,6
standard,mri_to_report,374,7
standard,mri_to_report,375,8
standard,mri_to_report,376,8
standard,mri_to_report,377,8
standard,pathrep_to_treatmdt,79,1
standard,pathrep_to_treatmdt,80,1
standard,pathrep_to_treatmdt,81,1
standard,pathrep_to_treatmdt,82,1
standard,pathrep_to_treatmdt,83,1
standard,pathrep_to_treatmdt,84,1
standard,pathrep_to_treatmdt,85,1
standard,pathrep_to_treatmdt,86,2
standard,pathrep_to_treatmdt,87,2
standard,pathrep_to_treatmdt,88,1
standard,pathrep_to_treatmdt,89,1
standard,pathrep_to_treatmdt,90,1
standard,pathrep_to_treatmdt,91,2
standard,pathrep_to_treatmdt,92,2
standard,pathrep_to_treatmdt,93,2
standard,pathrep_to_treatmdt,94,2
standard,pathrep_to_treatmdt,100,2
standard,pathrep_to_treatmdt,101,2
standard,pathrep_to_treatmdt,102,2
standard,pathrep_to_treatmdt,103,2
standard,pathrep_to_treatmdt,104,2
standard,pathrep_to_treatmdt,105,2
standard,pathrep_to_treatmdt,106,2
standard,pathrep_to_treatmdt,107,2
standard,pathrep_to_treatmdt,108,2
standard,pathrep_to_treatmdt,109,1
standard,pathrep_to_treatmdt,110,1
standard,pathrep_to_treatmdt,111,1
standard,pathrep_to_treatmdt,112,1
standard,pathrep_to_treatmdt,113,1
standard,pathrep_to_treatmdt,114,1
standard,pathrep_to_treatmdt,115,1
standard,pathrep_to_treatmdt,116,1
standard,pathrep_to_treatmdt,117,1
standard,pathrep_to_treatmdt,118,1
standard,pathrep_to_treatmdt,119,2
standard,pathrep_to_treatmdt,120,2
standard,pathrep_to_treatmdt,121,2
standard,pathrep_to_treatmdt,122,2
standard,pathrep_to_treatmdt,123,2
standard,pathrep_to_treatmdt,124,2
standard,pathrep_to_treatmdt,125,2
standard,pathrep_to_treatmdt,126,1
standard,pathrep_to_treatmdt,127,1
standard,pathrep_to_treatmdt,128,1
standard,pathrep_to_treatmdt,129,1
standard,pathrep_to_treatmdt,148,1
standard,pathrep_to_treatmdt,149,1
standard,pathrep_to_treatmdt,150,1
standard,pathrep_to_treatmdt,151,4
standard,pathrep_to_treatmdt,152,4
standard,pathrep_to_treatmdt,153,4
standard,pathrep_to_treatmdt,154,4
standard,pathrep_to_treatmdt,155,4
standard,pathrep_to_treatmdt,156,5
standard,pathrep_to_treatmdt,157,6
standard,pathrep_to_treatmdt,158,2
standard,pathrep_to_treatmdt,159,2
standard,pathrep_to_treatmdt,160,2
standard,pathrep_to_treatmdt,161,4
standard,pathrep_to_treatmdt,162,5
standard,pathrep_to_treatmdt,163,6
standard,pathrep_to_treatmdt,164,7
standard,pathrep_to_treatmdt,165,3
standard,pathrep_to_treatmdt,166,3
standard,pathrep_to_treatmdt,167,3
standard,pathrep_to_treatmdt,168,3
standard,pathrep_to_treatmdt,169,3
standard,pathrep_to_treatmdt,170,3
standard,pathrep_to_treatmdt,171,4
standard,pathrep_to_treatmdt,172,1
standard,pathrep_to_treatmdt,173,1
standard,pathrep_to_treatmdt,174,1
standard,pathrep_to_treatmdt,175,1
standard,pathrep_to_treatmdt,176,1
standard,pathrep_to_treatmdt,177,1
standard,pathrep_to_treatmdt,178,2
standard,pathrep_to_treatmdt,179,1
standard,pathrep_to_treatmdt,180,1
standard,pathrep_to_treatmdt,181,1
standard,pathrep_to_treatmdt,182,1
standard,pathrep_to_treatmdt,183,1
standard,pathrep_to_treatmdt,184,1
standard,pathrep_to_treatmdt,185,1
standard,pathrep_to_treatmdt,186,1
standard,pathrep_to_treatmdt,187,1
standard,pathrep_to_treatmdt,188,1
standard,pathrep_to_treatmdt,189,1
standard,pathrep_to_treatmdt,190,2
standard,pathrep_to_treatmdt,191,2
standard,pathrep_to_treatmdt,192,2
standard,pathrep_to_treatmdt,193,2
standard,pathrep_to_treatmdt,194,2
standard,pathrep_to_treatmdt,195,2
standard,pathrep_to_treatmdt,196,2
standard,pathrep_to_treatmdt,197,2
standard,pathrep_to_treatmdt,198,2
standard,pathrep_to_treatmdt,199,2
standard,pathrep_to_treatmdt,217,1
standard,pathrep_to_treatmdt,218,1
standard,pathrep_to_treatmdt,219,1
standard,pathrep_to_treatmdt,220,1
standard,pathrep_to_treatmdt,238,1
standard,pathrep_to_treatmdt,239,1
standard,pathrep_to_treatmdt,240,1
standard,pathrep_to_treatmdt,241,1
standard,pathrep_to_treatmdt,263,1
standard,pathrep_to_treatmdt,264,1
standard,pathrep_to_treatmdt,265,1
standard,pathrep_to_treatmdt,266,1
standard,pathrep_to_treatmdt,267,1
standard,pathrep_to_treatmdt,268,1
standard,pathrep_to_treatmdt,269,1
standard,pathrep_to_treatmdt,270,1
standard,pathrep_to_treatmdt,271,1
standard,pathrep_to_treatmdt,272,1
standard,pathrep_to_treatmdt,273,1
standard,pathrep_to_treatmdt,274,2
standard,pathrep_to_treatmdt,275,2
standard,pathrep_to_treatmdt,276,2
standard,pathrep_to_treatmdt,277,2
standard,pathrep_to_treatmdt,278,2
standard,pathrep_to_treatmdt,279,2
standard,pathrep_to_treatmdt,280,2
standard,pathrep_to_treatmdt,281,3
standard,pathrep_to_treatmdt,282,3
standard,pathrep_to_treatmdt,283,3
standard,pathrep_to_treatmdt,284,3
standard,pathrep_to_treatmdt,285,3
standard,pathrep_to_treatmdt,286,3
standard,pathrep_to_treatmdt,287,3
standard,pathrep_to_treatmdt,288,4
standard,pathrep_to_treatmdt,289,4
standard,pathrep_to_treatmdt,290,5
standard,pathrep_to_treatmdt,291,3
standard,pathrep_to_treatmdt,292,3
standard,pathrep_to_treatmdt,293,3
standard,pathrep_to_treatmdt,294,3
standard,pathrep_to_treatmdt,295,3
standard,pathrep_to_treatmdt,296,3
standard,pathrep_to_treatmdt,297,4
standard,pathrep_to_treatmdt,298,2
standard,pathrep_to_treatmdt,299,2
standard,pathrep_to_treatmdt,300,2
standard,pathrep_to_treatmdt,301,2
standard,pathrep_to_treatmdt,302,2
standard,pathrep_to_treatmdt,303,2
standard,pathrep_to_treatmdt,304,2
standard,pathrep_to_treatmdt,305,1
standard,pathrep_to_treatmdt,306,1
standard,pathrep_to_treatmdt,307,1
standard,pathrep_to_treatmdt,308,2
standard,pathrep_to_treatmdt,309,3
standard,pathrep_to_treatmdt,310,3
standard,pathrep_to_treatmdt,311,5
standard,pathrep_to_treatmdt,312,6
standard,pathrep_to_treatmdt,313,6
standard,pathrep_to_treatmdt,314,6
standard,pathrep_to_treatmdt,315,6
standard,pathrep_to_treatmdt,316,6
standard,pathrep_to_treatmdt,317,6
standard,pathrep_to_treatmdt,318,6
standard,pathrep_to_treatmdt,319,6
standard,pathrep_to_treatmdt,320,6
standard,pathrep_to_treatmdt,321,6
standard,pathrep_to_treatmdt,322,6
standard,pathrep_to_treatmdt,323,6
standard,pathrep_to_treatmdt,324,6
standard,pathrep_to_treatmdt,325,6
standard,pathrep_to_treatmdt,326,2
standard,pathrep_to_treatmdt,327,2
standard,pathrep_to_treatmdt,328,2
standard,pathrep_to_treatmdt,329,2
standard,pathrep_to_treatmdt,330,2
standard,pathrep_to_treatmdt,331,2
standard,pathrep_to_treatmdt,332,2
standard,pathrep_to_treatmdt,336,1
standard,pathrep_to_treatmdt,337,1
standard,pathrep_to_treatmdt,338,2
standard,pathrep_to_treatmdt,339,3
standard,pathrep_to_treatmdt,340,4
standard,pathrep_to_treatmdt,341,4
standard,pathrep_to_treatmdt,342,4
standard,pathrep_to_treatmdt,343,4
standard,pathrep_to_treatmdt,344,4
standard,pathrep_to_treatmdt,345,4
standard,pathrep_to_treatmdt,346,4
standard,pathrep_to_treatmdt,347,1
standard,pathrep_to_treatmdt,348,1
standard,pathrep_to_treatmdt,349,1
standard,pathrep_to_treatmdt,350,1
standard,pathrep_to_treatmdt,351,2
standard,pathrep_to_treatmdt,352,2
standard,pathrep_to_treatmdt,353,2
standard,pathrep_to_treatmdt,354,1
standard,pathrep_to_treatmdt,355,1
standard,pathrep_to_treatmdt,356,1
standard,pathrep_to_treatmdt,357,1
standard,pathrep_to_treatmdt,358,1
standard,pathrep_to_treatmdt,359,2
standard,pathrep_to_treatmdt,360,3
standard,pathrep_to_treatmdt,361,2
standard,pathrep_to_treatmdt,362,2
standard,pathrep_to_treatmdt,363,2
standard,pathrep_to_treatmdt,364,3
standard,pathrep_to_treatmdt,365,3
standard,pathrep_to_treatmdt,366,3
standard,pathrep_to_treatmdt,367,3
standard,pathrep_to_treatmdt,368,3
standard,pathrep_to_treatmdt,369,3
standard,pathrep_to_treatmdt,370,3
standard,pathrep_to_treatmdt,371,3
standard,pathrep_to_treatmdt,372,3
standard,pathrep_to_treatmdt,373,3
standard,pathrep_to_treatmdt,374,3
standard,pathrep_to_treatmdt,375,1
standard,pathrep_to_treatmdt,376,1
standard,pathrep_to_treatmdt,377,1
standard,pathrep_to_treatmdt,378,1
standard,pathrep_to_treatmdt,379,2
standard,pathrep_to_treatmdt,380,2
standard,pathrep_to_treatmdt,381,2
standard,pathrep_to_treatmdt,382,2
standard,pathrep_to_treatmdt,383,2
standard,pathrep_to_treatmdt,384,2
standard,pathrep_to_treatmdt,385,2
standard,pathrep_to_treatmdt,386,2
standard,pathrep_to_treatmdt,387,2
standard,pathrep_to_treatmdt,388,2
standard,ref_to_mri,0,1
standard,ref_to_mri,1,1
standard,ref_to_mri,2,1
standard,ref_to_mri,3,1
standard,ref_to_mri,4,1
standard,ref_to_mri,5,1
standard,ref_to_mri,6,1
standard,ref_to_mri,7,3
standard,ref_to_mri,8,4
standard,ref_to_mri,9,4
standard,ref_to_mri,10,4
standard,ref_to_mri,11,5
standard,ref_to_mri,12,5
standard,ref_to_mri,13,5
standard,ref_to_mri,14,5
standard,ref_to_mri,15,6
standard,ref_to_mri,16,6
standard,ref_to_mri,17,6
standard,ref_to_mri,18,9
standard,ref_to_mri,19,9
standard,ref_to_mri,20,9
standard,ref_to_mri,21,9
standard,ref_to_mri,22,10
standard,ref_to_mri,23,11
standard,ref_to_mri,24,13
standard,ref_to_mri,25,13
standard,ref_to_mri,26,13
standard,ref_to_mri,27,13
standard,ref_to_mri,28,14
standard,ref_to_mri,29,15
standard,ref_to_mri,30,17
standard,ref_to_mri,31,17
standard,ref_to_mri,32,18
standard,ref_to_mri,33,18
standard,ref_to_mri,34,17
standard,ref_to_mri,35,17
standard,ref_to_mri,36,17
standard,ref_to_mri,37,15
standard,ref_to_mri,38,14
standard,ref_to_mri,39,14
standard,ref_to_mri,40,12
standard,ref_to_mri,41,12
standard,ref_to_mri,42,12
standard,ref_to_mri,43,12
standard,ref_to_mri,44,13
standard,ref_to_mri,45,13
standard,ref_to_mri,46,13
standard,ref_to_mri,47,13
standard,ref_to_mri,48,12
standard,ref_to_mri,49,12
standard,ref_to_mri,50,10
standard,ref_to_mri,51,10
standard,ref_to_mri,52,10
standard,ref_to_mri,53,10
standard,ref_to_mri,54,10
standard,ref_to_mri,55,10
standard,ref_to_mri,56,12
standard,ref_to_mri,57,11
standard,ref_to_mri,58,11
standard,ref_to_mri,59,11
standard,ref_to_mri,60,12
standard,ref_to_mri,61,11
standard,ref_to_mri,62,11
standard,ref_to_mri,63,13
standard,ref_to_mri,64,14
standard,ref_to_mri,65,13
standard,ref_to_mri,66,13
standard,ref_to_mri,67,12
standard,ref_to_mri,68,12
standard,ref_to_mri,69,12
standard,ref_to_mri,70,11
standard,ref_to_mri,71,11
standard,ref_to_mri,72,12
standard,ref_to_mri,73,12
standard,ref_to_mri,74,13
standard,ref_to_mri,75,13
standard,ref_to_mri,76,12
standard,ref_to_mri,77,10
standard,ref_to_mri,78,9
standard,ref_to_mri,79,5
standard,ref_to_mri,80,6
standard,ref_to_mri,81,8
standard,ref_to_mri,82,8
standard,ref_to_mri,83,8
standard,ref_to_mri,84,10
standard,ref_to_mri,85,12
standard,ref_to_mri,86,12
standard,ref_to_mri,87,11
standard,ref_to_mri,88,11
standard,ref_to_mri,89,11
standard,ref_to_mri,90,11
standard,ref_to_mri,91,11
standard,ref_to_mri,92,12
standard,ref_to_mri,93,13
standard,ref_to_mri,94,16
standard,ref_to_mri,95,17
standard,ref_to_mri,96,17
standard,ref_to_mri,97,17
standard,ref_to_mri,98,20
standard,ref_to_mri,99,20
standard,ref_to_mri,100,22
standard,ref_to_mri,101,21
standard,ref_to_mri,102,22
standard,ref_to_mri,103,21
standard,ref_to_mri,104,21
standard,ref_to_mri,105,21
standard,ref_to_mri,106,20
standard,ref_to_mri,107,19
standard,ref_to_mri,108,18
standard,ref_to_mri,109,19
standard,ref_to_mri,110,19
standard,ref_to_mri,111,19
standard,ref_to_mri,112,20
standard,ref_to_mri,113,19
standard,ref_to_mri,114,20
standard,ref_to_mri,115,20
standard,ref_to_mri,116,20
standard,ref_to_mri,117,20
standard,ref_to_mri,118,20
standard,ref_to_mri,119,20
standard,ref_to_mri,120,20
standard,ref_to_mri,121,18
standard,ref_to_mri,122,17
standard,ref_to_mri,123,15
standard,ref_to_mri,124,15
standard,ref_to_mri,125,15
standard,ref_to_mri,126,10
standard,ref_to_mri,127,9
standard,ref_to_mri,128,9
standard,ref_to_mri,129,9
standard,ref_to_mri,130,9
standard,ref_to_mri,131,8
standard,ref_to_mri,132,6
standard,ref_to_mri,133,5
standard,ref_to_mri,134,3
standard,ref_to_mri,135,2
standard,ref_to_mri,136,2
standard,ref_to_mri,137,2
standard,ref_to_mri,138,1
standard,ref_to_mri,155,1
standard,ref_to_mri,156,1
standard,ref_to_mri,157,1
standard,ref_to_mri,158,1
standard,ref_to_mri,159,1
standard,ref_to_mri,160,1
standard,ref_to_mri,161,1
standard,ref_to_mri,162,1
standard,ref_to_mri,163,1
standard,ref_to_mri,164,1
standard,ref_to_mri,165,1
standard,ref_to_mri,166,1
standard,ref_to_mri,167,1
standard,ref_to_mri,168,1
standard,ref_to_mri,169,1
standard,ref_to_mri,170,1
standard,ref_to_mri,171,1
standard,ref_to_mri,172,1
standard,ref_to_mri,173,1
standard,ref_to_mri,174,1
standard,ref_to_mri,175,1
standard,ref_to_mri,176,1
standard,ref_to_mri,177,1
standard,ref_to_mri,178,1
standard,ref_to_mri,179,1
standard,ref_to_mri,180,1
standard,ref_to_mri,181,1
standard,ref_to_mri,182,2
standard,ref_to_mri,183,2
standard,ref_to_mri,184,2
standard,ref_to_mri,185,3
standard,ref_to_mri,186,4
standard,ref_to_mri,187,4
standard,ref_to_mri,188,4
standard,ref_to_mri,189,4
standard,ref_to_mri,190,5
standard,ref_to_mri,191,5
standard,ref_to_mri,192,5
standard,ref_to_mri,193,5
standard,ref_to_mri,194,5
standard,ref_to_mri,195,5
standard,ref_to_mri,196,5
standard,ref_to_mri,197,5
standard,ref_to_mri,198,7
standard,ref_to_mri,199,8
standard,ref_to_mri,200,8
standard,ref_to_mri,201,8
standard,ref_to_mri,202,8
standard,ref_to_mri,203,7
standard,ref_to_mri,204,7
standard,ref_to_mri,205,7
standard,ref_to_mri,206,9
standard,ref_to_mri,207,8
standard,ref_to_mri,208,8
standard,ref_to_mri,209,8
standard,ref_to_mri,210,8
standard,ref_to_mri,211,9
standard,ref_to_mri,212,9
standard,ref_to_mri,213,9
standard,ref_to_mri,214,10
standard,ref_to_mri,215,10
standard,ref_to_mri,216,10
standard,ref_to_mri,217,11
standard,ref_to_mri,218,11
standard,ref_to_mri,219,12
standard,ref_to_mri,220,12
standard,ref_to_mri,221,13
standard,ref_to_mri,222,13
standard,ref_to_mri,223,13
standard,ref_to_mri,224,13
standard,ref_to_mri,225,13
standard,ref_to_mri,226,14
standard,ref_to_mri,227,14
standard,ref_to_mri,228,14
standard,ref_to_mri,229,14
standard,ref_to_mri,230,14
standard,ref_to_mri,231,14
standard,ref_to_mri,232,13
standard,ref_to_mri,233,13
standard,ref_to_mri,234,14
standard,ref_to_mri,235,14
standard,ref_to_mri,236,14
standard,ref_to_mri,237,13
standard,ref_to_mri,238,13
standard,ref_to_mri,239,17
standard,ref_to_mri,240,15
standard,ref_to_mri,241,13
standard,ref_to_mri,242,14
standard,ref_to_mri,243,14
standard,ref_to_mri,244,13
standard,ref_to_mri,245,12
standard,ref_to_mri,246,11
standard,ref_to_mri,247,12
standard,ref_to_mri,248,13
standard,ref_to_mri,249,12
standard,ref_to_mri,250,12
standard,ref_to_mri,251,12
standard,ref_to_mri,252,12
standard,ref_to_mri,253,12
standard,ref_to_mri,254,12
standard,ref_to_mri,255,12
standard,ref_to_mri,256,11
standard,ref_to_mri,257,11
standard,ref_to_mri,258,11
standard,ref_to_mri,259,12
standard,ref_to_mri,260,14
standard,ref_to_mri,261,16
standard,ref_to_mri,262,16
standard,ref_to_mri,263,14
standard,ref_to_mri,264,14
standard,ref_to_mri,265,14
standard,ref_to_mri,266,14
standard,ref_to_mri,267,14
standard,ref_to_mri,268,13
standard,ref_to_mri,269,12
standard,ref_to_mri,270,12
standard,ref_to_mri,271,12
standard,ref_to_mri,272,12
standard,ref_to_mri,273,13
standard,ref_to_mri,274,12
standard,ref_to_mri,275,11
standard,ref_to_mri,276,8
standard,ref_to_mri,277,8
standard,ref_to_mri,278,8
standard,ref_to_mri,279,8
standard,ref_to_mri,280,10
standard,ref_to_mri,281,8
standard,ref_to_mri,282,8
standard,ref_to_mri,283,9
standard,ref_to_mri,284,9
standard,ref_to_mri,285,9
standard,ref_to_mri,286,9
standard,ref_to_mri,287,9
standard,ref_to_mri,288,10
standard,ref_to_mri,289,11
standard,ref_to_mri,290,10
standard,ref_to_mri,291,11
standard,ref_to_mri,292,11
standard,ref_to_mri,293,11
standard,ref_to_mri,294,9
standard,ref_to_mri,295,9
standard,ref_to_mri,296,10
standard,ref_to_mri,297,10
standard,ref_to_mri,298,13
standard,ref_to_mri,299,13
standard,ref_to_mri,300,13
standard,ref_to_mri,301,13
standard,ref_to_mri,302,12
standard,ref_to_mri,303,11
standard,ref_to_mri,304,11
standard,ref_to_mri,305,10
