biopsy_residual_samples
7.0
12.91304347826087
13.0
13.0
13.942028985507246
14.0
14.91304347826087
15.0
15.0
15.0
15.855072463768117
16.84057971014493
17.0
17.0
19.39130434782609
20.0
20.0
20.0
20.0
20.0
20.710144927536234
21.0
21.0
21.0
21.0
21.0
21.0
21.0
21.0
21.0
21.0
21.0
21.0
20.47826086956519
16.0
16.0
16.0
16.0
16.0
16.0
16.0
16.0
16.391304347826093
17.753623188405797
19.72463768115942
21.347826086956523
22.666666666666657
24.0
24.304347826086953
25.0
25.826086956521735
28.260869565217398
29.0
29.0
29.0
29.0
29.0
29.173913043478258
30.0
30.144927536231883
31.652173913043477
36.0
36.60869565217392
42.0
42.072463768115945
43.3478260869565
49.391304347826065
58.028985507246375
59.144927536231876
