biopsy_residual_samples
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.8405797101449295
1.0
1.0
3.3478260869565233
3.0
3.0
1.608695652173914
1.0
1.0
1.7101449275362341
1.4347826086956488
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.3478260869565233
1.6666666666666572
2.782608695652172
2.3043478260869534
2.347826086956516
2.826086956521735
5.260869565217398
6.0
6.0
5.260869565217391
5.0
5.0
4.782608695652165
2.5652173913043725
1.144927536231883
2.6521739130434767
7.0
7.608695652173921
12.304347826086953
12.072463768115945
7.347826086956502
13.043478260869534
14.246376811594246
2.3188405797101552
