scenario,seed,stage,mean_weekly_arrivals,peak_weekly_arrivals,std_weekly_arrivals,n_weeks,total_arrivals,mean_daily_arrivals,peak_daily_arrivals,mean_in_stage,peak_in_stage,total_completed,completion_ratio
ALL_MC_BASELINE,6,mri_to_report,3.260869565217391,7.0,1.555417523206417,46,150,1.3043478260869565,4,0.410958904109589,4,149,0.9933333333333333
ALL_MC_BASELINE,6,report_to_biopmdt,3.311111111111111,6.0,1.5347819244295116,45,149,1.3070175438596492,4,0.0,0,149,1.0
ALL_MC_BASELINE,6,biopmdt_to_biopsy,2.25,5.0,1.1491356841177722,40,90,1.1688311688311688,3,6.868493150684931,13,84,0.9333333333333333
ALL_MC_BASELINE,6,biopsy_to_pathrep,2.0,7.0,1.2493900951088486,42,84,1.12,2,1.9753424657534246,7,82,0.9761904761904762
ALL_MC_BASELINE,6,pathrep_to_treatmdt,1.9722222222222223,4.0,0.9098229375970786,36,71,1.1833333333333333,3,2.1780821917808217,9,70,0.9859154929577465
ALL_MC_BASELINE,6,treatmdt_to_outpat,1.8918918918918919,5.0,0.9364170421755879,37,70,1.0769230769230769,3,2.1506849315068495,7,70,1.0
PROSTAD,6,ref_to_mri,3.2549019607843137,6.0,1.5210935178995664,51,166,1.371900826446281,3,1.917808219178082,8,157,0.9457831325301205
PROSTAD,6,mri_to_report,3.204081632653061,4.0,1.020204061220407,49,157,3.204081632653061,4,0.4301369863013699,4,157,1.0
PROSTAD,6,report_to_biopmdt,3.204081632653061,4.0,1.020204061220407,49,157,3.204081632653061,4,0.0,0,157,1.0
PROSTAD,6,biopmdt_to_biopsy,2.1463414634146343,4.0,0.9099718569757006,41,88,2.1463414634146343,4,6.419178082191781,17,84,0.9545454545454546
PROSTAD,6,biopsy_to_pathrep,2.27027027027027,5.0,1.2393692089268784,37,84,1.2352941176470589,3,1.9863013698630136,8,81,0.9642857142857143
PROSTAD,6,pathrep_to_treatmdt,1.9142857142857144,7.0,1.2688908674954853,35,67,1.1355932203389831,2,1.9424657534246574,7,64,0.9552238805970149
PROSTAD,6,treatmdt_to_outpat,2.0,4.0,0.9503819266229829,32,64,1.1428571428571428,2,1.895890410958904,8,63,0.984375
ALL_MC_BASELINE,7,ref_to_mri,3.1176470588235294,7.0,1.6928917132944967,51,159,1.347457627118644,4,10.331506849315069,22,149,0.9371069182389937
ALL_MC_BASELINE,7,mri_to_report,3.1702127659574466,8.0,1.7975726258070572,47,149,1.2521008403361344,4,0.40821917808219177,4,149,1.0
ALL_MC_BASELINE,7,report_to_biopmdt,3.239130434782609,8.0,1.7150935524687294,46,149,1.2521008403361344,4,0.0,0,149,1.0
ALL_MC_BASELINE,7,biopmdt_to_biopsy,2.341463414634146,4.0,1.0632440006311104,41,96,1.1294117647058823,2,6.471232876712329,14,86,0.8958333333333334
ALL_MC_BASELINE,7,biopsy_to_pathrep,2.097560975609756,7.0,1.2807200718498264,41,86,1.1944444444444444,2,2.336986301369863,9,82,0.9534883720930233
ALL_MC_BASELINE,7,pathrep_to_treatmdt,1.9166666666666667,5.0,1.1307393283031366,36,69,1.1129032258064515,2,2.084931506849315,7,68,0.9855072463768116
ALL_MC_BASELINE,7,treatmdt_to_outpat,2.0,5.0,1.1009637651263606,34,68,1.096774193548387,2,1.9616438356164383,6,67,0.9852941176470589
PROSTAD,7,ref_to_mri,3.1176470588235294,7.0,1.6928917132944967,51,159,1.347457627118644,4,1.6164383561643836,9,149,0.9371069182389937
PROSTAD,7,mri_to_report,2.98,4.0,1.0783585409580354,50,149,2.98,4,0.40821917808219177,4,149,1.0
PROSTAD,7,report_to_biopmdt,2.98,4.0,1.0783585409580354,50,149,2.98,4,0.0,0,149,1.0
PROSTAD,7,biopmdt_to_biopsy,1.9534883720930232,4.0,0.9500247709074553,43,84,1.9534883720930232,4,5.923287671232877,16,74,0.8809523809523809
PROSTAD,7,biopsy_to_pathrep,2.1142857142857143,6.0,1.2549063375273817,35,74,1.2982456140350878,3,1.7534246575342465,8,73,0.9864864864864865
PROSTAD,7,pathrep_to_treatmdt,1.9411764705882353,6.0,1.1531557878035135,34,66,1.1,2,2.041095890410959,7,63,0.9545454545454546
PROSTAD,7,treatmdt_to_outpat,2.032258064516129,4.0,0.912281790082499,31,63,1.105263157894737,2,1.6,6,63,1.0
ALL_MC_BASELINE,8,ref_to_mri,2.7254901960784315,6.0,1.4293835226775076,51,139,1.3365384615384615,3,8.827397260273973,18,130,0.935251798561151
ALL_MC_BASELINE,8,mri_to_report,2.765957446808511,7.0,1.271985198803802,47,130,1.1607142857142858,3,0.3561643835616438,3,130,1.0
ALL_MC_BASELINE,8,report_to_biopmdt,2.7083333333333335,6.0,1.2020962777552004,48,130,1.1607142857142858,3,0.0,0,130,1.0
ALL_MC_BASELINE,8,biopmdt_to_biopsy,2.05,4.0,0.9594335935919798,40,82,1.1232876712328768,3,5.594520547945206,13,78,0.9512195121951219
ALL_MC_BASELINE,8,biopsy_to_pathrep,2.0526315789473686,5.0,1.2069028582475427,38,78,1.1142857142857143,2,1.7095890410958905,5,75,0.9615384615384616
