scenario,stage,week_start,mean_weekly_arrivals,std_weekly_arrivals,min_weekly_arrivals,max_weekly_arrivals
ALL_MC_BASELINE,biopsy_to_pathrep,2026-11-30,1.8888888888888888,1.0226199851298274,1,5
ALL_MC_BASELINE,biopsy_to_pathrep,2026-12-07,2.3529411764705883,1.0571882797418488,1,4
ALL_MC_BASELINE,biopsy_to_pathrep,2026-12-14,2.0,1.118033988749895,1,4
ALL_MC_BASELINE,biopsy_to_pathrep,2026-12-21,2.142857142857143,1.292412345317728,1,6
ALL_MC_BASELINE,biopsy_to_pathrep,2026-12-28,1.7058823529411764,0.7717436331412898,1,3
ALL_MC_BASELINE,biopsy_to_pathrep,2027-01-04,1.2,0.4472135954999579,1,2
ALL_MC_BASELINE,mri_to_report,2026-01-12,1.0,0.0,1,1
ALL_MC_BASELINE,mri_to_report,2026-01-19,1.5,0.816496580927726,1,3
ALL_MC_BASELINE,mri_to_report,2026-01-26,2.375,0.9574271077563381,1,4
ALL_MC_BASELINE,mri_to_report,2026-02-02,2.526315789473684,1.3067525929498998,1,5
ALL_MC_BASELINE,mri_to_report,2026-02-09,2.9,1.5525869752736796,1,6
ALL_MC_BASELINE,mri_to_report,2026-02-16,3.0526315789473686,1.4327007988227578,1,7
ALL_MC_BASELINE,mri_to_report,2026-02-23,3.6842105263157894,2.4049169904581222,1,11
ALL_MC_BASELINE,mri_to_report,2026-03-02,2.9375,1.3889444433333777,1,6
ALL_MC_BASELINE,mri_to_report,2026-03-09,2.6315789473684212,1.0116282977781401,1,4
ALL_MC_BASELINE,mri_to_report,2026-03-16,3.3684210526315788,1.9209524927837658,1,8
ALL_MC_BASELINE,mri_to_report,2026-03-23,3.95,1.6693837501494853,1,7
ALL_MC_BASELINE,mri_to_report,2026-03-30,3.25,1.4095538674570611,1,6
ALL_MC_BASELINE,mri_to_report,2026-04-06,2.3684210526315788,1.3000224919331835,1,5
ALL_MC_BASELINE,mri_to_report,2026-04-13,2.55,1.5381123085406379,1,6
ALL_MC_BASELINE,mri_to_report,2026-04-20,3.0,1.6222142113076252,1,7
ALL_MC_BASELINE,mri_to_report,2026-04-27,3.1578947368421053,1.5370663939515448,1,6
ALL_MC_BASELINE,mri_to_report,2026-05-04,3.3529411764705883,1.5788119136944494,1,6
ALL_MC_BASELINE,mri_to_report,2026-05-11,3.0,1.8149704259460602,1,8
ALL_MC_BASELINE,mri_to_report,2026-05-18,2.588235294117647,1.5434872662825798,1,6
ALL_MC_BASELINE,mri_to_report,2026-05-25,2.9473684210526314,1.4709665835968129,1,7
ALL_MC_BASELINE,mri_to_report,2026-06-01,3.388888888888889,1.5392469086379983,1,7
ALL_MC_BASELINE,mri_to_report,2026-06-08,3.111111111111111,2.193275522213265,1,9
ALL_MC_BASELINE,mri_to_report,2026-06-15,2.388888888888889,0.9785276387866011,1,4
ALL_MC_BASELINE,mri_to_report,2026-06-22,3.0,1.4142135623730951,1,7
ALL_MC_BASELINE,mri_to_report,2026-06-29,3.0588235294117645,1.2976222599091636,1,5
ALL_MC_BASELINE,mri_to_report,2026-07-06,4.222222222222222,1.9267636857314898,1,9
ALL_MC_BASELINE,mri_to_report,2026-07-13,3.8,1.765159900316175,1,7
ALL_MC_BASELINE,mri_to_report,2026-07-20,3.5294117647058822,1.8747548859392105,1,7
ALL_MC_BASELINE,mri_to_report,2026-07-27,3.6315789473684212,1.6736694986296652,1,6
ALL_MC_BASELINE,mri_to_report,2026-08-03,2.7777777777777777,1.8959881966484036,1,7
ALL_MC_BASELINE,mri_to_report,2026-08-10,3.05,1.5035046776746235,1,6
ALL_MC_BASELINE,mri_to_report,2026-08-17,2.789473684210526,1.3156725094212403,1,5
ALL_MC_BASELINE,mri_to_report,2026-08-24,2.8421052631578947,1.344253526630914,1,5
ALL_MC_BASELINE,mri_to_report,2026-08-31,2.888888888888889,1.078609610939221,1,5
ALL_MC_BASELINE,mri_to_report,2026-09-07,2.9,1.618966531951463,1,6
ALL_MC_BASELINE,mri_to_report,2026-09-14,4.0,1.7489492643904123,1,7
ALL_MC_BASELINE,mri_to_report,2026-09-21,2.5789473684210527,1.0706067580626215,1,5
ALL_MC_BASELINE,mri_to_report,2026-09-28,3.0526315789473686,1.8995228702237106,1,8
ALL_MC_BASELINE,mri_to_report,2026-10-05,3.05,1.394538218230416,1,6
ALL_MC_BASELINE,mri_to_report,2026-10-12,2.85,1.3088765773505313,1,5
ALL_MC_BASELINE,mri_to_report,2026-10-19,3.0,1.213953957333768,1,5
ALL_MC_BASELINE,mri_to_report,2026-10-26,2.8947368421052633,1.4867838833500564,1,5
ALL_MC_BASELINE,mri_to_report,2026-11-02,3.6,1.930366749991743,1,7
ALL_MC_BASELINE,mri_to_report,2026-11-09,3.15,1.8431951662948316,1,7
ALL_MC_BASELINE,mri_to_report,2026-11-16,2.75,1.446411166701189,1,6
ALL_MC_BASELINE,mri_to_report,2026-11-23,2.75,1.446411166701189,1,5
ALL_MC_BASELINE,mri_to_report,2026-11-30,2.85,1.348488432516786,1,5
ALL_MC_BASELINE,mri_to_report,2026-12-07,3.210526315789474,2.0703984417503647,1,6
ALL_MC_BASELINE,mri_to_report,2026-12-14,2.8,1.5675276256394517,1,5
ALL_MC_BASELINE,mri_to_report,2026-12-21,3.3684210526315788,1.4985372985307104,1,6
ALL_MC_BASELINE,mri_to_report,2026-12-28,2.9473684210526314,1.5082618476808298,1,6
ALL_MC_BASELINE,mri_to_report,2027-01-04,1.25,0.5,1,2
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-02-09,1.0,0.0,1,1
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-02-16,1.5,0.7071067811865476,1,2
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-02-23,1.125,0.3535533905932738,1,2
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-03-02,1.7692307692307692,1.0127393670836666,1,4
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-03-09,1.9230769230769231,1.1875421719907089,1,5
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-03-16,1.8,0.6761234037828132,1,3
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-03-23,1.5,0.904534033733291,1,4
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-03-30,2.066666666666667,1.0997835284835873,1,5
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-04-06,1.7142857142857142,0.9944903161976938,1,4
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-04-13,1.8823529411764706,0.6966305460192359,1,3
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-04-20,2.0555555555555554,0.8726040960806521,1,3
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-04-27,1.5333333333333334,0.9154754164341269,1,4
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-05-04,1.6111111111111112,0.8498365855987975,1,3
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-05-11,1.9375,0.8539125638299665,1,4
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-05-18,1.5625,0.727438428093173,1,3
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-05-25,1.6666666666666667,0.8997354108424374,1,4
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-06-01,1.5714285714285714,0.646206172658864,1,3
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-06-08,1.7857142857142858,0.892582375303981,1,3
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-06-15,1.6111111111111112,0.6978023391872252,1,3
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-06-22,1.8666666666666667,0.9904304018720249,1,4
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-06-29,1.9285714285714286,0.8287419301647448,1,3
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-07-06,1.8,0.7745966692414833,1,3
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-07-13,1.6,0.6324555320336759,1,3
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-07-20,2.066666666666667,1.2227992865708153,1,4
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-07-27,1.9166666666666667,0.90033663737852,1,4
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-08-03,1.6111111111111112,0.9164438231805327,1,3
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-08-10,1.8,0.9411239481143203,1,4
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-08-17,2.0,0.9354143466934854,1,4
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-08-24,2.0625,0.9287087810503354,1,4
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-08-31,1.85,0.9333020044867297,1,4
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-09-07,1.4705882352941178,0.6242642728467978,1,3
ALL_MC_BASELINE,pathrep_to_treatmdt,2026-09-14,1.6666666666666667,0.6172133998483675,1,3
