biopsy_cap,dropout,score,mean_wait_ref_to_mri,mean_wait_mri_to_report,mean_wait_report_to_biopmdt,mean_wait_biopmdt_to_biopsy,mean_wait_biopsy_to_pathrep,mean_total_ref_to_pathrep,median_total_ref_to_outpat,prop_biopsy_after_mdt,prop_exit_after_mdt,prop_path_positive,prop_met_62d_to_pathrep,mean_weekly_biopsy_ready,max_weekly_biopsy_ready,weekly_biopsy_capacity,mean_biopsy_overload_ratio,max_biopsy_overload_ratio,n_overloaded_weeks,prop_overloaded_weeks
1,0.0,0.1260836583393605,25.323000131740248,7.444608246420052,5.263373979618813,28.042073474902843,,76.68588903434856,60.45,0.5972922080563482,0.3884801284830442,0.8206792650344569,0.15325801930095925,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2,0.0,0.1260836583393605,25.323000131740248,7.444608246420052,5.263373979618813,28.042073474902843,,76.68588903434856,60.45,0.5972922080563482,0.3884801284830442,0.8206792650344569,0.15325801930095925,0.0,0.0,4.0,0.0,0.0,0.0,0.0
