scenario,biopsy_cap,score,mean_wait_ref_to_mri,mean_wait_mri_to_report,mean_wait_report_to_biopmdt,mean_wait_biopmdt_to_biopsy,mean_wait_biopsy_to_pathrep,mean_total_ref_to_pathrep,median_total_ref_to_outpat,prop_biopsy_after_mdt,prop_exit_after_mdt,prop_path_positive,prop_met_62d_to_pathrep,mean_weekly_biopsy_ready,max_weekly_biopsy_ready,weekly_biopsy_capacity,mean_biopsy_overload_ratio,max_biopsy_overload_ratio,n_overloaded_weeks,prop_overloaded_weeks
baseline,2,10.238913612160681,108.23431368664882,7.441102441149504,5.225232510306807,27.399724012588212,,157.75569697566536,142.86666666666667,0.5927672559305875,0.39488206372915113,0.8225375233529798,0.03672758155886264,0.0,0.0,4.0,0.0,0.0,0.0,0.0
baseline,3,10.238913612160681,108.23431368664882,7.441102441149504,5.225232510306807,27.399724012588212,,157.75569697566536,142.86666666666667,0.5927672559305875,0.39488206372915113,0.8225375233529798,0.03672758155886264,0.0,0.0,6.0,0.0,0.0,0.0,0.0
faster_mri,2,1.5344814273922533,36.757493866030345,7.412918500919269,5.234510546804316,28.041499182152325,,87.44455308639745,71.63333333333334,0.6009947965866124,0.38654069289815157,0.8169436520686373,0.12428269435434434,0.0,0.0,4.0,0.0,0.0,0.0,0.0
faster_mri,3,1.5344814273922533,36.757493866030345,7.412918500919269,5.234510546804316,28.041499182152325,,87.44455308639745,71.63333333333334,0.6009947965866124,0.38654069289815157,0.8169436520686373,0.12428269435434434,0.0,0.0,6.0,0.0,0.0,0.0,0.0
faster_mri_more_demand,2,5.29248129220041,66.03602488053092,7.389670667138704,5.24484994472574,28.066525351441623,,116.96115091660091,102.06666666666666,0.6001501706906631,0.38593264942647765,0.8144326292760548,0.06621865445193859,0.0,0.0,4.0,0.0,0.0,0.0,0.0
faster_mri_more_demand,3,5.29248129220041,66.03602488053092,7.389670667138704,5.24484994472574,28.066525351441623,,116.96115091660091,102.06666666666666,0.6001501706906631,0.38593264942647765,0.8144326292760548,0.06621865445193859,0.0,0.0,6.0,0.0,0.0,0.0,0.0
