stage,mean_wait_days_mean_ALL_BASELINE,mean_wait_days_mean_ALL_PROSTAD,mean_wait_days_mean_OBS_MIX,mean_wait_days_std_ALL_BASELINE,mean_wait_days_std_ALL_PROSTAD,mean_wait_days_std_OBS_MIX,median_wait_days_mean_ALL_BASELINE,median_wait_days_mean_ALL_PROSTAD,median_wait_days_mean_OBS_MIX,p90_wait_days_mean_ALL_BASELINE,p90_wait_days_mean_ALL_PROSTAD,p90_wait_days_mean_OBS_MIX,mix_wait_pct_change,allpros_wait_pct_change
biopsy_to_pathrep,8.618421052631579,8.57623947614593,8.605076885525994,4.659459711011863,4.598430739092552,4.643412841078288,7.0,7.0,7.0,15.0,15.0,15.0,-0.15483308397319426,-0.48943508594034213
mri_to_report,7.337676438653637,1.0,4.171759890859482,4.911181550739966,0.0,4.728842681222684,7.0,1.0,1.0,14.0,1.0,11.0,-43.14603640897332,-86.37170760580052
ref_to_mri,24.561482084690553,91.52094861660079,23.271350613915416,13.480652665313869,53.53238907591617,14.45275582222031,22.0,91.0,21.0,41.0,165.0,43.0,-5.252661326896434,272.619813010579
report_to_biopmdt,5.231270358306189,0.0,2.597544338335607,2.4033909833836744,0.0,3.1192419906125943,6.0,0.0,0.0,8.0,0.0,7.0,-50.34582117876516,-100.0
treatmdt_to_outpat,11.181021456633424,11.152729384436702,11.154009077155825,7.118715394765247,6.9250504090485485,7.089334172772135,12.0,12.0,12.0,13.0,13.0,13.0,-0.2415913392382673,-0.25303656116263806
