scenario,stage,week_start,weekly_arrivals_mean,weekly_arrivals_std
ALL_BASELINE,treatmdt_to_outpat,2026-10-26,4.7,1.719853114903161
ALL_BASELINE,treatmdt_to_outpat,2026-11-02,4.2,1.5761378513048243
ALL_BASELINE,treatmdt_to_outpat,2026-11-09,4.0,1.7950549357115015
ALL_BASELINE,treatmdt_to_outpat,2026-11-16,4.95,1.4680814547887788
ALL_BASELINE,treatmdt_to_outpat,2026-11-23,4.7,1.7198531149031608
ALL_BASELINE,treatmdt_to_outpat,2026-11-30,4.944444444444445,2.261499300235868
ALL_BASELINE,treatmdt_to_outpat,2026-12-07,4.4,2.0875571218153777
ALL_BASELINE,treatmdt_to_outpat,2026-12-14,4.6,2.4148662379867796
ALL_BASELINE,treatmdt_to_outpat,2026-12-21,4.35,2.007223796297028
ALL_BASELINE,treatmdt_to_outpat,2026-12-28,4.6,2.036508880671192
ALL_BASELINE,treatmdt_to_outpat,2027-01-04,1.4285714285714286,0.5345224838248488
ALL_PROSTAD,biopmdt_to_biopsy,2026-01-05,2.0526315789473686,1.1290942392774796
ALL_PROSTAD,biopmdt_to_biopsy,2026-01-12,2.45,1.0990426455975697
ALL_PROSTAD,biopmdt_to_biopsy,2026-01-19,2.65,0.9333020044867296
ALL_PROSTAD,biopmdt_to_biopsy,2026-01-26,2.25,0.7863975156570491
ALL_PROSTAD,biopmdt_to_biopsy,2026-02-02,2.1052631578947367,1.1496249070460263
ALL_PROSTAD,biopmdt_to_biopsy,2026-02-09,2.0,0.9733285267845752
ALL_PROSTAD,biopmdt_to_biopsy,2026-02-16,2.6842105263157894,0.8852263727398499
ALL_PROSTAD,biopmdt_to_biopsy,2026-02-23,2.45,0.9445132413883326
ALL_PROSTAD,biopmdt_to_biopsy,2026-03-02,2.55,0.7591546545162482
ALL_PROSTAD,biopmdt_to_biopsy,2026-03-09,2.5555555555555554,0.7047921864945659
ALL_PROSTAD,biopmdt_to_biopsy,2026-03-16,2.5,0.9459053029269173
ALL_PROSTAD,biopmdt_to_biopsy,2026-03-23,2.55,0.8255779474818965
ALL_PROSTAD,biopmdt_to_biopsy,2026-03-30,2.3,0.9233805168766387
ALL_PROSTAD,biopmdt_to_biopsy,2026-04-06,2.3157894736842106,0.7492686492653552
ALL_PROSTAD,biopmdt_to_biopsy,2026-04-13,2.35,0.8750939799154206
ALL_PROSTAD,biopmdt_to_biopsy,2026-04-20,2.4444444444444446,0.8555852638929973
ALL_PROSTAD,biopmdt_to_biopsy,2026-04-27,2.736842105263158,1.0457376590053493
ALL_PROSTAD,biopmdt_to_biopsy,2026-05-04,2.210526315789474,1.0316624861746775
ALL_PROSTAD,biopmdt_to_biopsy,2026-05-11,2.7,0.9233805168766387
ALL_PROSTAD,biopmdt_to_biopsy,2026-05-18,2.9,1.020835571068081
ALL_PROSTAD,biopmdt_to_biopsy,2026-05-25,2.526315789473684,1.0202625507753482
ALL_PROSTAD,biopmdt_to_biopsy,2026-06-01,2.4,0.6805570473787206
ALL_PROSTAD,biopmdt_to_biopsy,2026-06-08,2.4,1.0462967275611939
ALL_PROSTAD,biopmdt_to_biopsy,2026-06-15,2.45,0.6863327411532596
ALL_PROSTAD,biopmdt_to_biopsy,2026-06-22,2.3157894736842106,0.9459053029269173
ALL_PROSTAD,biopmdt_to_biopsy,2026-06-29,2.2,0.9514531821875087
ALL_PROSTAD,biopmdt_to_biopsy,2026-07-06,2.4,1.1424811411549587
ALL_PROSTAD,biopmdt_to_biopsy,2026-07-13,2.526315789473684,1.0202625507753482
ALL_PROSTAD,biopmdt_to_biopsy,2026-07-20,2.5789473684210527,0.9612370197756298
ALL_PROSTAD,biopmdt_to_biopsy,2026-07-27,2.526315789473684,1.0733344230135038
ALL_PROSTAD,biopmdt_to_biopsy,2026-08-03,2.411764705882353,1.0641207361838554
ALL_PROSTAD,biopmdt_to_biopsy,2026-08-10,2.3,0.978720969859186
ALL_PROSTAD,biopmdt_to_biopsy,2026-08-17,2.1666666666666665,0.7071067811865476
ALL_PROSTAD,biopmdt_to_biopsy,2026-08-24,2.8,0.7677718959499146
ALL_PROSTAD,biopmdt_to_biopsy,2026-08-31,2.45,0.8870412083230168
ALL_PROSTAD,biopmdt_to_biopsy,2026-09-07,2.526315789473684,0.6966922684794659
ALL_PROSTAD,biopmdt_to_biopsy,2026-09-14,2.55,0.8870412083230168
ALL_PROSTAD,biopmdt_to_biopsy,2026-09-21,2.3,1.0809352675491624
ALL_PROSTAD,biopmdt_to_biopsy,2026-09-28,2.65,1.0399898784932577
ALL_PROSTAD,biopmdt_to_biopsy,2026-10-05,2.7,1.0809352675491621
ALL_PROSTAD,biopmdt_to_biopsy,2026-10-12,2.7,1.0310954828418375
ALL_PROSTAD,biopmdt_to_biopsy,2026-10-19,2.45,1.2343760409722462
ALL_PROSTAD,biopmdt_to_biopsy,2026-10-26,2.5789473684210527,0.837707816583391
ALL_PROSTAD,biopmdt_to_biopsy,2026-11-02,2.7,0.9787209698591858
ALL_PROSTAD,biopmdt_to_biopsy,2026-11-09,2.210526315789474,1.0316624861746775
ALL_PROSTAD,biopmdt_to_biopsy,2026-11-16,2.210526315789474,1.0316624861746777
ALL_PROSTAD,biopmdt_to_biopsy,2026-11-23,2.6315789473684212,0.9551338658818385
ALL_PROSTAD,biopmdt_to_biopsy,2026-11-30,2.5,0.7608859102526822
ALL_PROSTAD,biopmdt_to_biopsy,2026-12-07,2.2222222222222223,0.9428090415820635
ALL_PROSTAD,biopmdt_to_biopsy,2026-12-14,2.75,0.8506963092234008
ALL_PROSTAD,biopmdt_to_biopsy,2026-12-21,2.35,0.812727700887249
ALL_PROSTAD,biopmdt_to_biopsy,2026-12-28,2.2,0.9514531821875089
ALL_PROSTAD,biopsy_to_pathrep,2026-01-19,1.4,0.8944271909999159
ALL_PROSTAD,biopsy_to_pathrep,2026-01-26,1.7692307692307692,0.7250110520819842
ALL_PROSTAD,biopsy_to_pathrep,2026-02-02,1.9375,0.9287087810503355
ALL_PROSTAD,biopsy_to_pathrep,2026-02-09,2.5555555555555554,0.8555852638929972
ALL_PROSTAD,biopsy_to_pathrep,2026-02-16,2.3157894736842106,1.1081832770072813
ALL_PROSTAD,biopsy_to_pathrep,2026-02-23,1.9411764705882353,1.0289915108550531
ALL_PROSTAD,biopsy_to_pathrep,2026-03-02,2.7058823529411766,0.9195587176978518
ALL_PROSTAD,biopsy_to_pathrep,2026-03-09,2.789473684210526,1.3572417850765923
ALL_PROSTAD,biopsy_to_pathrep,2026-03-16,2.0,1.1547005383792517
ALL_PROSTAD,biopsy_to_pathrep,2026-03-23,2.611111111111111,1.5392469086379983
ALL_PROSTAD,biopsy_to_pathrep,2026-03-30,2.789473684210526,1.3156725094212403
ALL_PROSTAD,biopsy_to_pathrep,2026-04-06,2.6,1.187655806953123
ALL_PROSTAD,biopsy_to_pathrep,2026-04-13,2.8421052631578947,1.3022697235014482
ALL_PROSTAD,biopsy_to_pathrep,2026-04-20,2.1052631578947367,0.9941348467724344
ALL_PROSTAD,biopsy_to_pathrep,2026-04-27,3.0555555555555554,1.5135553089341052
ALL_PROSTAD,biopsy_to_pathrep,2026-05-04,2.4210526315789473,1.2163602113447685
ALL_PROSTAD,biopsy_to_pathrep,2026-05-11,2.263157894736842,0.9334586382051248
ALL_PROSTAD,biopsy_to_pathrep,2026-05-18,2.3684210526315788,1.1647854507156374
ALL_PROSTAD,biopsy_to_pathrep,2026-05-25,2.8947368421052633,1.3289401308354825
ALL_PROSTAD,biopsy_to_pathrep,2026-06-01,2.5294117647058822,1.1788578719900635
ALL_PROSTAD,biopsy_to_pathrep,2026-06-08,2.3684210526315788,1.2565617248750864
ALL_PROSTAD,biopsy_to_pathrep,2026-06-15,2.75,1.164157703189193
ALL_PROSTAD,biopsy_to_pathrep,2026-06-22,2.8421052631578947,1.6077298658784152
ALL_PROSTAD,biopsy_to_pathrep,2026-06-29,2.6842105263157894,1.002919714242558
ALL_PROSTAD,biopsy_to_pathrep,2026-07-06,2.526315789473684,1.2187617145935723
ALL_PROSTAD,biopsy_to_pathrep,2026-07-13,2.588235294117647,1.121317502394603
ALL_PROSTAD,biopsy_to_pathrep,2026-07-20,2.6842105263157894,1.6684201302412267
ALL_PROSTAD,biopsy_to_pathrep,2026-07-27,2.4444444444444446,1.3814835257889047
ALL_PROSTAD,biopsy_to_pathrep,2026-08-03,2.9473684210526314,1.1290942392774796
ALL_PROSTAD,biopsy_to_pathrep,2026-08-10,2.1578947368421053,1.067872125861979
ALL_PROSTAD,biopsy_to_pathrep,2026-08-17,2.5,1.6179144164088315
ALL_PROSTAD,biopsy_to_pathrep,2026-08-24,2.875,1.3601470508735443
ALL_PROSTAD,biopsy_to_pathrep,2026-08-31,2.176470588235294,1.0744355563298724
ALL_PROSTAD,biopsy_to_pathrep,2026-09-07,2.375,1.4083086782851737
ALL_PROSTAD,biopsy_to_pathrep,2026-09-14,2.6842105263157894,0.9459053029269173
ALL_PROSTAD,biopsy_to_pathrep,2026-09-21,2.8947368421052633,1.5236920380774408
ALL_PROSTAD,biopsy_to_pathrep,2026-09-28,2.2941176470588234,1.2631659571466125
ALL_PROSTAD,biopsy_to_pathrep,2026-10-05,3.15,1.1821033884786183
ALL_PROSTAD,biopsy_to_pathrep,2026-10-12,2.5555555555555554,1.9769918391399959
ALL_PROSTAD,biopsy_to_pathrep,2026-10-19,3.4444444444444446,1.3814835257889049
ALL_PROSTAD,biopsy_to_pathrep,2026-10-26,2.888888888888889,1.5676467522593478
ALL_PROSTAD,biopsy_to_pathrep,2026-11-02,2.5789473684210527,1.4649910683718712
ALL_PROSTAD,biopsy_to_pathrep,2026-11-09,2.4210526315789473,1.4649910683718712
ALL_PROSTAD,biopsy_to_pathrep,2026-11-16,3.2222222222222223,1.8328876463610657
ALL_PROSTAD,biopsy_to_pathrep,2026-11-23,2.263157894736842,1.1470786693528088
ALL_PROSTAD,biopsy_to_pathrep,2026-11-30,2.3684210526315788,0.8950807732508138
ALL_PROSTAD,biopsy_to_pathrep,2026-12-07,2.5,1.5811388300841898
ALL_PROSTAD,biopsy_to_pathrep,2026-12-14,2.2222222222222223,1.3956046783744502
ALL_PROSTAD,biopsy_to_pathrep,2026-12-21,2.875,1.360147050873544
ALL_PROSTAD,biopsy_to_pathrep,2026-12-28,2.388888888888889,1.1950332945836273
ALL_PROSTAD,biopsy_to_pathrep,2027-01-04,1.0,
ALL_PROSTAD,mri_to_report,2026-01-05,3.05,0.998683343734455
ALL_PROSTAD,mri_to_report,2026-01-12,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-01-19,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-01-26,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-02-02,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-02-09,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-02-16,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-02-23,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-03-02,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-03-09,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-03-16,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-03-23,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-03-30,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-04-06,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-04-13,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-04-20,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-04-27,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-05-04,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-05-11,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-05-18,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-05-25,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-06-01,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-06-08,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-06-15,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-06-22,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-06-29,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-07-06,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-07-13,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-07-20,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-07-27,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-08-03,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-08-10,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-08-17,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-08-24,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-08-31,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-09-07,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-09-14,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-09-21,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-09-28,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-10-05,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-10-12,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-10-19,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-10-26,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-11-02,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-11-09,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-11-16,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-11-23,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-11-30,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-12-07,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-12-14,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-12-21,4.0,0.0
ALL_PROSTAD,mri_to_report,2026-12-28,4.0,0.0
ALL_PROSTAD,pathrep_to_treatmdt,2026-01-19,1.0,
ALL_PROSTAD,pathrep_to_treatmdt,2026-01-26,1.0,0.0
ALL_PROSTAD,pathrep_to_treatmdt,2026-02-02,1.3333333333333333,0.5
ALL_PROSTAD,pathrep_to_treatmdt,2026-02-09,1.6875,0.7932002689527196
ALL_PROSTAD,pathrep_to_treatmdt,2026-02-16,2.176470588235294,1.0744355563298724
ALL_PROSTAD,pathrep_to_treatmdt,2026-02-23,1.894736842105263,0.6578362547106201
ALL_PROSTAD,pathrep_to_treatmdt,2026-03-02,2.076923076923077,1.0377490433255419
ALL_PROSTAD,pathrep_to_treatmdt,2026-03-09,2.5555555555555554,1.247219128924647
ALL_PROSTAD,pathrep_to_treatmdt,2026-03-16,2.5,1.0327955589886444
ALL_PROSTAD,pathrep_to_treatmdt,2026-03-23,2.0,1.0690449676496976
ALL_PROSTAD,pathrep_to_treatmdt,2026-03-30,1.8823529411764706,0.9926198253344827
ALL_PROSTAD,pathrep_to_treatmdt,2026-04-06,2.3157894736842106,1.0029197142425583
ALL_PROSTAD,pathrep_to_treatmdt,2026-04-13,2.4,1.0954451150103321
ALL_PROSTAD,pathrep_to_treatmdt,2026-04-20,2.263157894736842,1.3267380744248864
ALL_PROSTAD,pathrep_to_treatmdt,2026-04-27,2.0588235294117645,1.0289915108550531
ALL_PROSTAD,pathrep_to_treatmdt,2026-05-04,2.533333333333333,1.0600988273786192
ALL_PROSTAD,pathrep_to_treatmdt,2026-05-11,2.1875,1.046820583162814
ALL_PROSTAD,pathrep_to_treatmdt,2026-05-18,2.4375,0.8920949127381756
ALL_PROSTAD,pathrep_to_treatmdt,2026-05-25,2.0,0.6859943405700354
ALL_PROSTAD,pathrep_to_treatmdt,2026-06-01,2.3684210526315788,1.1647854507156372
ALL_PROSTAD,pathrep_to_treatmdt,2026-06-08,1.8,1.082325538564332
ALL_PROSTAD,pathrep_to_treatmdt,2026-06-15,2.0588235294117645,0.9663454503498036
ALL_PROSTAD,pathrep_to_treatmdt,2026-06-22,2.5294117647058822,1.280510008689093
ALL_PROSTAD,pathrep_to_treatmdt,2026-06-29,2.8333333333333335,1.4245742398014511
ALL_PROSTAD,pathrep_to_treatmdt,2026-07-06,2.2222222222222223,1.2153699778283713
ALL_PROSTAD,pathrep_to_treatmdt,2026-07-13,2.1052631578947367,0.809302638222512
ALL_PROSTAD,pathrep_to_treatmdt,2026-07-20,2.2222222222222223,1.2628425245572248
ALL_PROSTAD,pathrep_to_treatmdt,2026-07-27,2.1176470588235294,1.2689736473414484
ALL_PROSTAD,pathrep_to_treatmdt,2026-08-03,2.5,1.1547005383792515
ALL_PROSTAD,pathrep_to_treatmdt,2026-08-10,2.111111111111111,0.8323523637957303
ALL_PROSTAD,pathrep_to_treatmdt,2026-08-17,1.8333333333333333,1.0431851677040116
ALL_PROSTAD,pathrep_to_treatmdt,2026-08-24,2.1578947368421053,1.708253100383769
ALL_PROSTAD,pathrep_to_treatmdt,2026-08-31,2.0588235294117645,1.1974237050483694
ALL_PROSTAD,pathrep_to_treatmdt,2026-09-07,1.5,0.816496580927726
ALL_PROSTAD,pathrep_to_treatmdt,2026-09-14,2.4375,1.0935416468216166
ALL_PROSTAD,pathrep_to_treatmdt,2026-09-21,2.4705882352941178,1.2307338795828047
ALL_PROSTAD,pathrep_to_treatmdt,2026-09-28,2.6315789473684212,1.300022491933183
ALL_PROSTAD,pathrep_to_treatmdt,2026-10-05,2.2222222222222223,1.3956046783744507
ALL_PROSTAD,pathrep_to_treatmdt,2026-10-12,2.1666666666666665,1.3394467690277296
ALL_PROSTAD,pathrep_to_treatmdt,2026-10-19,2.4444444444444446,1.293523333527109
ALL_PROSTAD,pathrep_to_treatmdt,2026-10-26,2.1052631578947367,1.242521488394791
ALL_PROSTAD,pathrep_to_treatmdt,2026-11-02,2.4444444444444446,1.247219128924647
ALL_PROSTAD,pathrep_to_treatmdt,2026-11-09,2.3529411764705883,1.1694644324747672
ALL_PROSTAD,pathrep_to_treatmdt,2026-11-16,2.5,1.0954451150103324
ALL_PROSTAD,pathrep_to_treatmdt,2026-11-23,2.611111111111111,1.1950332945836273
ALL_PROSTAD,pathrep_to_treatmdt,2026-11-30,2.0555555555555554,1.1617543641469044
ALL_PROSTAD,pathrep_to_treatmdt,2026-12-07,2.1666666666666665,0.8574929257125442
ALL_PROSTAD,pathrep_to_treatmdt,2026-12-14,1.875,1.02469507659596
ALL_PROSTAD,pathrep_to_treatmdt,2026-12-21,1.9375,1.0626225419530053
ALL_PROSTAD,pathrep_to_treatmdt,2026-12-28,1.9333333333333333,0.9611501047232549
ALL_PROSTAD,pathrep_to_treatmdt,2027-01-04,1.1428571428571428,0.3779644730092272
ALL_PROSTAD,ref_to_mri,2026-01-05,9.35,3.8426279384926416
ALL_PROSTAD,ref_to_mri,2026-01-12,9.25,2.022895267471328
ALL_PROSTAD,ref_to_mri,2026-01-19,8.5,3.4716900176927328
ALL_PROSTAD,ref_to_mri,2026-01-26,9.15,3.030980386815982
ALL_PROSTAD,ref_to_mri,2026-02-02,8.6,3.4397062298063217
ALL_PROSTAD,ref_to_mri,2026-02-09,9.1,3.5526120857165013
ALL_PROSTAD,ref_to_mri,2026-02-16,8.75,2.4468024246479643
ALL_PROSTAD,ref_to_mri,2026-02-23,8.65,2.621269278723372
ALL_PROSTAD,ref_to_mri,2026-03-02,9.1,2.9540338165758504
ALL_PROSTAD,ref_to_mri,2026-03-09,7.65,3.7173136876824886
ALL_PROSTAD,ref_to_mri,2026-03-16,8.15,2.92493814599467
ALL_PROSTAD,ref_to_mri,2026-03-23,8.05,2.064104240533766
ALL_PROSTAD,ref_to_mri,2026-03-30,9.55,2.038446260732604
ALL_PROSTAD,ref_to_mri,2026-04-06,9.3,3.4351128074635335
ALL_PROSTAD,ref_to_mri,2026-04-13,9.9,3.322966334942004
ALL_PROSTAD,ref_to_mri,2026-04-20,8.2,3.3497839678968773
ALL_PROSTAD,ref_to_mri,2026-04-27,8.6,2.5422741580594415
ALL_PROSTAD,ref_to_mri,2026-05-04,7.75,3.3225703430041214
ALL_PROSTAD,ref_to_mri,2026-05-11,8.5,2.7815179498365916
ALL_PROSTAD,ref_to_mri,2026-05-18,9.05,3.5015034364954536
ALL_PROSTAD,ref_to_mri,2026-05-25,8.65,2.5603248149199227
ALL_PROSTAD,ref_to_mri,2026-06-01,9.6,2.9629288497061577
ALL_PROSTAD,ref_to_mri,2026-06-08,8.55,2.5021043774769813
ALL_PROSTAD,ref_to_mri,2026-06-15,9.75,3.0240265941464974
ALL_PROSTAD,ref_to_mri,2026-06-22,6.65,2.4767338424456895
ALL_PROSTAD,ref_to_mri,2026-06-29,8.2,2.9486839169543533
ALL_PROSTAD,ref_to_mri,2026-07-06,8.6,2.798495836582292
ALL_PROSTAD,ref_to_mri,2026-07-13,8.75,1.7434086394791455
ALL_PROSTAD,ref_to_mri,2026-07-20,9.75,2.197486602557807
ALL_PROSTAD,ref_to_mri,2026-07-27,8.7,2.4083189157584584
ALL_PROSTAD,ref_to_mri,2026-08-03,8.45,2.8741131355236305
ALL_PROSTAD,ref_to_mri,2026-08-10,8.9,3.2589956476772026
ALL_PROSTAD,ref_to_mri,2026-08-17,9.6,2.1618705350983247
ALL_PROSTAD,ref_to_mri,2026-08-24,8.25,2.9713544669764755
ALL_PROSTAD,ref_to_mri,2026-08-31,8.75,2.381397201556042
ALL_PROSTAD,ref_to_mri,2026-09-07,9.3,3.2783179255607027
ALL_PROSTAD,ref_to_mri,2026-09-14,8.75,2.826100158391977
ALL_PROSTAD,ref_to_mri,2026-09-21,9.8,2.930780388260186
ALL_PROSTAD,ref_to_mri,2026-09-28,6.85,2.719810364906464
ALL_PROSTAD,ref_to_mri,2026-10-05,8.95,2.6051568293028273
ALL_PROSTAD,ref_to_mri,2026-10-12,8.8,2.7260922485067196
ALL_PROSTAD,ref_to_mri,2026-10-19,8.9,2.5110283068684707
ALL_PROSTAD,ref_to_mri,2026-10-26,8.55,2.645253942640031
ALL_PROSTAD,ref_to_mri,2026-11-02,8.3,2.735728518386974
ALL_PROSTAD,ref_to_mri,2026-11-09,8.35,2.300457620378583
ALL_PROSTAD,ref_to_mri,2026-11-16,9.3,3.229795496214648
ALL_PROSTAD,ref_to_mri,2026-11-23,8.65,3.013565819319104
ALL_PROSTAD,ref_to_mri,2026-11-30,8.15,3.5433406776507868
ALL_PROSTAD,ref_to_mri,2026-12-07,9.25,2.6729640555206244
ALL_PROSTAD,ref_to_mri,2026-12-14,8.6,2.5422741580594415
ALL_PROSTAD,ref_to_mri,2026-12-21,8.75,2.692582403567252
ALL_PROSTAD,ref_to_mri,2026-12-28,9.25,3.891623933797466
ALL_PROSTAD,ref_to_mri,2027-01-04,2.125,1.3102162671355697
ALL_PROSTAD,report_to_biopmdt,2026-01-05,3.05,0.998683343734455
ALL_PROSTAD,report_to_biopmdt,2026-01-12,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-01-19,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-01-26,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-02-02,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-02-09,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-02-16,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-02-23,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-03-02,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-03-09,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-03-16,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-03-23,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-03-30,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-04-06,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-04-13,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-04-20,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-04-27,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-05-04,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-05-11,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-05-18,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-05-25,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-06-01,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-06-08,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-06-15,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-06-22,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-06-29,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-07-06,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-07-13,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-07-20,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-07-27,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-08-03,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-08-10,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-08-17,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-08-24,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-08-31,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-09-07,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-09-14,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-09-21,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-09-28,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-10-05,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-10-12,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-10-19,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-10-26,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-11-02,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-11-09,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-11-16,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-11-23,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-11-30,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-12-07,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-12-14,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-12-21,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2026-12-28,4.0,0.0
ALL_PROSTAD,treatmdt_to_outpat,2026-02-02,1.0,
ALL_PROSTAD,treatmdt_to_outpat,2026-02-09,1.5,0.5477225575051661
ALL_PROSTAD,treatmdt_to_outpat,2026-02-16,1.4666666666666666,0.6399404734221844
ALL_PROSTAD,treatmdt_to_outpat,2026-02-23,1.65,1.1821033884786185
ALL_PROSTAD,treatmdt_to_outpat,2026-03-02,1.9444444444444444,0.9375953110592339
ALL_PROSTAD,treatmdt_to_outpat,2026-03-09,1.7777777777777777,1.0602749674192766
ALL_PROSTAD,treatmdt_to_outpat,2026-03-16,2.2,1.3201731488169053
ALL_PROSTAD,treatmdt_to_outpat,2026-03-23,2.388888888888889,1.1447521637192346
ALL_PROSTAD,treatmdt_to_outpat,2026-03-30,2.1666666666666665,1.403458930534474
ALL_PROSTAD,treatmdt_to_outpat,2026-04-06,2.0625,0.9287087810503356
ALL_PROSTAD,treatmdt_to_outpat,2026-04-13,2.888888888888889,1.4907119849998598
ALL_PROSTAD,treatmdt_to_outpat,2026-04-20,1.7894736842105263,0.8549819600709617
ALL_PROSTAD,treatmdt_to_outpat,2026-04-27,2.5789473684210527,1.538967528127731
ALL_PROSTAD,treatmdt_to_outpat,2026-05-04,2.263157894736842,0.9911892555667041
ALL_PROSTAD,treatmdt_to_outpat,2026-05-11,1.8823529411764706,0.9926198253344826
