scenario,seed,event,count
ALL_BASELINE,6,Treatment_options_MDT_occured,170
ALL_BASELINE,6,Outpatient_appointment_occured,158
OBS_MIX,6,referral_received,475
OBS_MIX,6,mri_performed,418
OBS_MIX,6,mri_report_ready,413
OBS_MIX,6,MDT_occured,410
OBS_MIX,6,biopsy_done,213
OBS_MIX,6,Path_report_recieved,210
OBS_MIX,6,Path_report_outcome,210
OBS_MIX,6,Treatment_options_MDT_occured,162
OBS_MIX,6,Outpatient_appointment_occured,155
ALL_PROSTAD,6,referral_received,475
ALL_PROSTAD,6,mri_performed,208
ALL_PROSTAD,6,mri_report_ready,208
ALL_PROSTAD,6,MDT_occured,208
ALL_PROSTAD,6,biopsy_done,109
ALL_PROSTAD,6,Path_report_recieved,109
ALL_PROSTAD,6,Path_report_outcome,109
ALL_PROSTAD,6,Treatment_options_MDT_occured,80
ALL_PROSTAD,6,Outpatient_appointment_occured,78
ALL_BASELINE,7,referral_received,465
ALL_BASELINE,7,mri_performed,437
ALL_BASELINE,7,mri_report_ready,429
ALL_BASELINE,7,MDT_occured,425
ALL_BASELINE,7,biopsy_done,219
ALL_BASELINE,7,Path_report_recieved,211
ALL_BASELINE,7,Path_report_outcome,211
ALL_BASELINE,7,Treatment_options_MDT_occured,165
ALL_BASELINE,7,Outpatient_appointment_occured,158
OBS_MIX,7,referral_received,465
OBS_MIX,7,mri_performed,420
OBS_MIX,7,mri_report_ready,417
OBS_MIX,7,MDT_occured,414
OBS_MIX,7,biopsy_done,218
OBS_MIX,7,Path_report_recieved,210
OBS_MIX,7,Path_report_outcome,210
OBS_MIX,7,Treatment_options_MDT_occured,162
OBS_MIX,7,Outpatient_appointment_occured,158
ALL_PROSTAD,7,referral_received,465
ALL_PROSTAD,7,mri_performed,208
ALL_PROSTAD,7,mri_report_ready,208
ALL_PROSTAD,7,MDT_occured,208
ALL_PROSTAD,7,biopsy_done,105
ALL_PROSTAD,7,Path_report_recieved,103
ALL_PROSTAD,7,Path_report_outcome,103
ALL_PROSTAD,7,Treatment_options_MDT_occured,84
ALL_PROSTAD,7,Outpatient_appointment_occured,83
ALL_BASELINE,8,referral_received,446
ALL_BASELINE,8,mri_performed,416
ALL_BASELINE,8,mri_report_ready,407
ALL_BASELINE,8,MDT_occured,400
ALL_BASELINE,8,biopsy_done,226
ALL_BASELINE,8,Path_report_recieved,220
ALL_BASELINE,8,Path_report_outcome,220
ALL_BASELINE,8,Treatment_options_MDT_occured,178
ALL_BASELINE,8,Outpatient_appointment_occured,168
OBS_MIX,8,referral_received,446
OBS_MIX,8,mri_performed,415
OBS_MIX,8,mri_report_ready,410
OBS_MIX,8,MDT_occured,408
OBS_MIX,8,biopsy_done,230
OBS_MIX,8,Path_report_recieved,225
OBS_MIX,8,Path_report_outcome,225
OBS_MIX,8,Treatment_options_MDT_occured,183
OBS_MIX,8,Outpatient_appointment_occured,174
ALL_PROSTAD,8,referral_received,446
ALL_PROSTAD,8,mri_performed,208
ALL_PROSTAD,8,mri_report_ready,208
ALL_PROSTAD,8,MDT_occured,208
ALL_PROSTAD,8,biopsy_done,111
ALL_PROSTAD,8,Path_report_recieved,109
ALL_PROSTAD,8,Path_report_outcome,109
ALL_PROSTAD,8,Treatment_options_MDT_occured,88
ALL_PROSTAD,8,Outpatient_appointment_occured,86
ALL_BASELINE,9,referral_received,464
ALL_BASELINE,9,mri_performed,431
ALL_BASELINE,9,mri_report_ready,420
ALL_BASELINE,9,MDT_occured,417
ALL_BASELINE,9,biopsy_done,249
ALL_BASELINE,9,Path_report_recieved,241
ALL_BASELINE,9,Path_report_outcome,241
ALL_BASELINE,9,Treatment_options_MDT_occured,184
ALL_BASELINE,9,Outpatient_appointment_occured,171
OBS_MIX,9,referral_received,464
OBS_MIX,9,mri_performed,416
OBS_MIX,9,mri_report_ready,412
OBS_MIX,9,MDT_occured,412
OBS_MIX,9,biopsy_done,245
OBS_MIX,9,Path_report_recieved,236
OBS_MIX,9,Path_report_outcome,236
OBS_MIX,9,Treatment_options_MDT_occured,180
OBS_MIX,9,Outpatient_appointment_occured,170
ALL_PROSTAD,9,referral_received,464
ALL_PROSTAD,9,mri_performed,208
ALL_PROSTAD,9,mri_report_ready,208
ALL_PROSTAD,9,MDT_occured,208
ALL_PROSTAD,9,biopsy_done,120
ALL_PROSTAD,9,Path_report_recieved,117
ALL_PROSTAD,9,Path_report_outcome,117
ALL_PROSTAD,9,Treatment_options_MDT_occured,93
ALL_PROSTAD,9,Outpatient_appointment_occured,89
ALL_BASELINE,10,referral_received,448
ALL_BASELINE,10,mri_performed,417
ALL_BASELINE,10,mri_report_ready,408
ALL_BASELINE,10,MDT_occured,401
ALL_BASELINE,10,biopsy_done,232
ALL_BASELINE,10,Path_report_recieved,224
ALL_BASELINE,10,Path_report_outcome,224
ALL_BASELINE,10,Treatment_options_MDT_occured,174
ALL_BASELINE,10,Outpatient_appointment_occured,166
OBS_MIX,10,referral_received,448
OBS_MIX,10,mri_performed,418
OBS_MIX,10,mri_report_ready,412
OBS_MIX,10,MDT_occured,410
OBS_MIX,10,biopsy_done,238
OBS_MIX,10,Path_report_recieved,233
OBS_MIX,10,Path_report_outcome,233
OBS_MIX,10,Treatment_options_MDT_occured,182
OBS_MIX,10,Outpatient_appointment_occured,174
ALL_PROSTAD,10,referral_received,448
ALL_PROSTAD,10,mri_performed,206
ALL_PROSTAD,10,mri_report_ready,206
ALL_PROSTAD,10,MDT_occured,206
ALL_PROSTAD,10,biopsy_done,123
ALL_PROSTAD,10,Path_report_recieved,120
ALL_PROSTAD,10,Path_report_outcome,120
ALL_PROSTAD,10,Treatment_options_MDT_occured,95
ALL_PROSTAD,10,Outpatient_appointment_occured,93
ALL_BASELINE,11,referral_received,426
ALL_BASELINE,11,mri_performed,395
ALL_BASELINE,11,mri_report_ready,384
ALL_BASELINE,11,MDT_occured,377
ALL_BASELINE,11,biopsy_done,203
ALL_BASELINE,11,Path_report_recieved,200
ALL_BASELINE,11,Path_report_outcome,200
ALL_BASELINE,11,Treatment_options_MDT_occured,163
ALL_BASELINE,11,Outpatient_appointment_occured,151
OBS_MIX,11,referral_received,426
OBS_MIX,11,mri_performed,392
OBS_MIX,11,mri_report_ready,388
OBS_MIX,11,MDT_occured,387
OBS_MIX,11,biopsy_done,206
OBS_MIX,11,Path_report_recieved,199
OBS_MIX,11,Path_report_outcome,199
OBS_MIX,11,Treatment_options_MDT_occured,163
OBS_MIX,11,Outpatient_appointment_occured,152
ALL_PROSTAD,11,referral_received,426
ALL_PROSTAD,11,mri_performed,206
ALL_PROSTAD,11,mri_report_ready,206
ALL_PROSTAD,11,MDT_occured,206
ALL_PROSTAD,11,biopsy_done,109
ALL_PROSTAD,11,Path_report_recieved,105
ALL_PROSTAD,11,Path_report_outcome,105
ALL_PROSTAD,11,Treatment_options_MDT_occured,84
ALL_PROSTAD,11,Outpatient_appointment_occured,82
ALL_BASELINE,12,referral_received,460
ALL_BASELINE,12,mri_performed,424
ALL_BASELINE,12,mri_report_ready,418
ALL_BASELINE,12,MDT_occured,410
ALL_BASELINE,12,biopsy_done,223
ALL_BASELINE,12,Path_report_recieved,219
ALL_BASELINE,12,Path_report_outcome,219
ALL_BASELINE,12,Treatment_options_MDT_occured,166
ALL_BASELINE,12,Outpatient_appointment_occured,158
OBS_MIX,12,referral_received,460
OBS_MIX,12,mri_performed,421
OBS_MIX,12,mri_report_ready,419
OBS_MIX,12,MDT_occured,414
OBS_MIX,12,biopsy_done,229
OBS_MIX,12,Path_report_recieved,225
OBS_MIX,12,Path_report_outcome,225
OBS_MIX,12,Treatment_options_MDT_occured,168
OBS_MIX,12,Outpatient_appointment_occured,160
ALL_PROSTAD,12,referral_received,460
ALL_PROSTAD,12,mri_performed,207
ALL_PROSTAD,12,mri_report_ready,207
ALL_PROSTAD,12,MDT_occured,207
ALL_PROSTAD,12,biopsy_done,115
ALL_PROSTAD,12,Path_report_recieved,113
ALL_PROSTAD,12,Path_report_outcome,113
ALL_PROSTAD,12,Treatment_options_MDT_occured,86
ALL_PROSTAD,12,Outpatient_appointment_occured,83
ALL_BASELINE,13,referral_received,468
ALL_BASELINE,13,mri_performed,443
ALL_BASELINE,13,mri_report_ready,437
ALL_BASELINE,13,MDT_occured,434
ALL_BASELINE,13,biopsy_done,222
ALL_BASELINE,13,Path_report_recieved,215
ALL_BASELINE,13,Path_report_outcome,215
ALL_BASELINE,13,Treatment_options_MDT_occured,166
ALL_BASELINE,13,Outpatient_appointment_occured,162
OBS_MIX,13,referral_received,468
OBS_MIX,13,mri_performed,423
OBS_MIX,13,mri_report_ready,419
OBS_MIX,13,MDT_occured,418
OBS_MIX,13,biopsy_done,221
OBS_MIX,13,Path_report_recieved,216
OBS_MIX,13,Path_report_outcome,216
OBS_MIX,13,Treatment_options_MDT_occured,166
OBS_MIX,13,Outpatient_appointment_occured,162
ALL_PROSTAD,13,referral_received,468
ALL_PROSTAD,13,mri_performed,207
ALL_PROSTAD,13,mri_report_ready,207
ALL_PROSTAD,13,MDT_occured,207
ALL_PROSTAD,13,biopsy_done,106
ALL_PROSTAD,13,Path_report_recieved,101
ALL_PROSTAD,13,Path_report_outcome,101
ALL_PROSTAD,13,Treatment_options_MDT_occured,85
ALL_PROSTAD,13,Outpatient_appointment_occured,84
ALL_BASELINE,14,referral_received,490
ALL_BASELINE,14,mri_performed,453
ALL_BASELINE,14,mri_report_ready,438
ALL_BASELINE,14,MDT_occured,429
ALL_BASELINE,14,biopsy_done,232
ALL_BASELINE,14,Path_report_recieved,226
ALL_BASELINE,14,Path_report_outcome,226
ALL_BASELINE,14,Treatment_options_MDT_occured,174
ALL_BASELINE,14,Outpatient_appointment_occured,161
OBS_MIX,14,referral_received,490
OBS_MIX,14,mri_performed,418
OBS_MIX,14,mri_report_ready,411
OBS_MIX,14,MDT_occured,407
OBS_MIX,14,biopsy_done,217
OBS_MIX,14,Path_report_recieved,212
OBS_MIX,14,Path_report_outcome,212
OBS_MIX,14,Treatment_options_MDT_occured,159
OBS_MIX,14,Outpatient_appointment_occured,148
ALL_PROSTAD,14,referral_received,490
ALL_PROSTAD,14,mri_performed,208
ALL_PROSTAD,14,mri_report_ready,208
ALL_PROSTAD,14,MDT_occured,208
ALL_PROSTAD,14,biopsy_done,107
ALL_PROSTAD,14,Path_report_recieved,102
ALL_PROSTAD,14,Path_report_outcome,102
ALL_PROSTAD,14,Treatment_options_MDT_occured,79
ALL_PROSTAD,14,Outpatient_appointment_occured,78
ALL_BASELINE,15,referral_received,470
ALL_BASELINE,15,mri_performed,444
ALL_BASELINE,15,mri_report_ready,440
ALL_BASELINE,15,MDT_occured,428
ALL_BASELINE,15,biopsy_done,246
ALL_BASELINE,15,Path_report_recieved,237
ALL_BASELINE,15,Path_report_outcome,237
ALL_BASELINE,15,Treatment_options_MDT_occured,184
ALL_BASELINE,15,Outpatient_appointment_occured,179
OBS_MIX,15,referral_received,470
OBS_MIX,15,mri_performed,432
OBS_MIX,15,mri_report_ready,429
OBS_MIX,15,MDT_occured,420
OBS_MIX,15,biopsy_done,241
OBS_MIX,15,Path_report_recieved,237
OBS_MIX,15,Path_report_outcome,237
OBS_MIX,15,Treatment_options_MDT_occured,182
OBS_MIX,15,Outpatient_appointment_occured,178
ALL_PROSTAD,15,referral_received,470
ALL_PROSTAD,15,mri_performed,208
ALL_PROSTAD,15,mri_report_ready,208
ALL_PROSTAD,15,MDT_occured,208
ALL_PROSTAD,15,biopsy_done,123
ALL_PROSTAD,15,Path_report_recieved,119
ALL_PROSTAD,15,Path_report_outcome,119
ALL_PROSTAD,15,Treatment_options_MDT_occured,95
ALL_PROSTAD,15,Outpatient_appointment_occured,92
ALL_BASELINE,16,referral_received,465
ALL_BASELINE,16,mri_performed,432
ALL_BASELINE,16,mri_report_ready,420
ALL_BASELINE,16,MDT_occured,414
ALL_BASELINE,16,biopsy_done,229
ALL_BASELINE,16,Path_report_recieved,226
ALL_BASELINE,16,Path_report_outcome,226
ALL_BASELINE,16,Treatment_options_MDT_occured,181
ALL_BASELINE,16,Outpatient_appointment_occured,171
OBS_MIX,16,referral_received,465
OBS_MIX,16,mri_performed,424
OBS_MIX,16,mri_report_ready,420
OBS_MIX,16,MDT_occured,415
OBS_MIX,16,biopsy_done,229
OBS_MIX,16,Path_report_recieved,225
OBS_MIX,16,Path_report_outcome,225
OBS_MIX,16,Treatment_options_MDT_occured,178
OBS_MIX,16,Outpatient_appointment_occured,169
ALL_PROSTAD,16,referral_received,465
ALL_PROSTAD,16,mri_performed,208
ALL_PROSTAD,16,mri_report_ready,208
ALL_PROSTAD,16,MDT_occured,208
ALL_PROSTAD,16,biopsy_done,121
ALL_PROSTAD,16,Path_report_recieved,116
ALL_PROSTAD,16,Path_report_outcome,116
ALL_PROSTAD,16,Treatment_options_MDT_occured,93
ALL_PROSTAD,16,Outpatient_appointment_occured,89
ALL_BASELINE,17,referral_received,451
ALL_BASELINE,17,mri_performed,415
ALL_BASELINE,17,mri_report_ready,409
ALL_BASELINE,17,MDT_occured,403
ALL_BASELINE,17,biopsy_done,208
ALL_BASELINE,17,Path_report_recieved,201
ALL_BASELINE,17,Path_report_outcome,201
ALL_BASELINE,17,Treatment_options_MDT_occured,159
ALL_BASELINE,17,Outpatient_appointment_occured,158
OBS_MIX,17,referral_received,451
OBS_MIX,17,mri_performed,397
OBS_MIX,17,mri_report_ready,394
OBS_MIX,17,MDT_occured,393
OBS_MIX,17,biopsy_done,203
OBS_MIX,17,Path_report_recieved,198
OBS_MIX,17,Path_report_outcome,198
OBS_MIX,17,Treatment_options_MDT_occured,156
OBS_MIX,17,Outpatient_appointment_occured,155
ALL_PROSTAD,17,referral_received,451
ALL_PROSTAD,17,mri_performed,207
ALL_PROSTAD,17,mri_report_ready,207
ALL_PROSTAD,17,MDT_occured,207
ALL_PROSTAD,17,biopsy_done,114
ALL_PROSTAD,17,Path_report_recieved,111
ALL_PROSTAD,17,Path_report_outcome,111
ALL_PROSTAD,17,Treatment_options_MDT_occured,84
ALL_PROSTAD,17,Outpatient_appointment_occured,78
ALL_BASELINE,18,referral_received,466
ALL_BASELINE,18,mri_performed,426
ALL_BASELINE,18,mri_report_ready,413
ALL_BASELINE,18,MDT_occured,404
ALL_BASELINE,18,biopsy_done,215
ALL_BASELINE,18,Path_report_recieved,209
ALL_BASELINE,18,Path_report_outcome,209
ALL_BASELINE,18,Treatment_options_MDT_occured,173
ALL_BASELINE,18,Outpatient_appointment_occured,168
OBS_MIX,18,referral_received,466
OBS_MIX,18,mri_performed,410
OBS_MIX,18,mri_report_ready,406
OBS_MIX,18,MDT_occured,400
OBS_MIX,18,biopsy_done,217
OBS_MIX,18,Path_report_recieved,210
OBS_MIX,18,Path_report_outcome,210
OBS_MIX,18,Treatment_options_MDT_occured,174
OBS_MIX,18,Outpatient_appointment_occured,170
ALL_PROSTAD,18,referral_received,466
ALL_PROSTAD,18,mri_performed,206
ALL_PROSTAD,18,mri_report_ready,206
ALL_PROSTAD,18,MDT_occured,206
ALL_PROSTAD,18,biopsy_done,113
ALL_PROSTAD,18,Path_report_recieved,111
ALL_PROSTAD,18,Path_report_outcome,111
ALL_PROSTAD,18,Treatment_options_MDT_occured,89
ALL_PROSTAD,18,Outpatient_appointment_occured,86
ALL_BASELINE,19,referral_received,464
ALL_BASELINE,19,mri_performed,436
ALL_BASELINE,19,mri_report_ready,432
ALL_BASELINE,19,MDT_occured,425
ALL_BASELINE,19,biopsy_done,233
ALL_BASELINE,19,Path_report_recieved,223
ALL_BASELINE,19,Path_report_outcome,223
ALL_BASELINE,19,Treatment_options_MDT_occured,173
ALL_BASELINE,19,Outpatient_appointment_occured,166
OBS_MIX,19,referral_received,464
OBS_MIX,19,mri_performed,415
OBS_MIX,19,mri_report_ready,413
OBS_MIX,19,MDT_occured,409
OBS_MIX,19,biopsy_done,226
OBS_MIX,19,Path_report_recieved,217
OBS_MIX,19,Path_report_outcome,217
OBS_MIX,19,Treatment_options_MDT_occured,166
OBS_MIX,19,Outpatient_appointment_occured,162
ALL_PROSTAD,19,referral_received,464
ALL_PROSTAD,19,mri_performed,206
ALL_PROSTAD,19,mri_report_ready,206
ALL_PROSTAD,19,MDT_occured,206
ALL_PROSTAD,19,biopsy_done,114
ALL_PROSTAD,19,Path_report_recieved,111
ALL_PROSTAD,19,Path_report_outcome,111
ALL_PROSTAD,19,Treatment_options_MDT_occured,80
ALL_PROSTAD,19,Outpatient_appointment_occured,77
ALL_BASELINE,20,referral_received,443
ALL_BASELINE,20,mri_performed,408
ALL_BASELINE,20,mri_report_ready,398
ALL_BASELINE,20,MDT_occured,392
ALL_BASELINE,20,biopsy_done,221
ALL_BASELINE,20,Path_report_recieved,216
ALL_BASELINE,20,Path_report_outcome,216
ALL_BASELINE,20,Treatment_options_MDT_occured,184
ALL_BASELINE,20,Outpatient_appointment_occured,179
OBS_MIX,20,referral_received,443
OBS_MIX,20,mri_performed,411
OBS_MIX,20,mri_report_ready,406
OBS_MIX,20,MDT_occured,404
OBS_MIX,20,biopsy_done,227
OBS_MIX,20,Path_report_recieved,221
OBS_MIX,20,Path_report_outcome,221
OBS_MIX,20,Treatment_options_MDT_occured,185
OBS_MIX,20,Outpatient_appointment_occured,181
ALL_PROSTAD,20,referral_received,443
ALL_PROSTAD,20,mri_performed,205
ALL_PROSTAD,20,mri_report_ready,205
ALL_PROSTAD,20,MDT_occured,205
ALL_PROSTAD,20,biopsy_done,120
ALL_PROSTAD,20,Path_report_recieved,118
ALL_PROSTAD,20,Path_report_outcome,118
ALL_PROSTAD,20,Treatment_options_MDT_occured,97
ALL_PROSTAD,20,Outpatient_appointment_occured,95
