scenario,stage,week_index,weekly_arrivals_mean,weekly_arrivals_std
ALL_PROSTAD,pathrep_to_treatmdt,39,2.411764705882353,1.3256518929102281
ALL_PROSTAD,pathrep_to_treatmdt,40,2.8333333333333335,1.424574239801451
ALL_PROSTAD,pathrep_to_treatmdt,41,2.625,1.0878112581387145
ALL_PROSTAD,pathrep_to_treatmdt,42,2.3,1.1285761872936695
ALL_PROSTAD,pathrep_to_treatmdt,43,1.7222222222222223,0.8264420947336313
ALL_PROSTAD,pathrep_to_treatmdt,44,1.9375,0.8539125638299665
ALL_PROSTAD,pathrep_to_treatmdt,45,2.0555555555555554,1.0556415513645343
ALL_PROSTAD,pathrep_to_treatmdt,46,1.5833333333333333,0.6685579234215215
ALL_PROSTAD,pathrep_to_treatmdt,47,2.1666666666666665,1.3291601358251257
ALL_PROSTAD,pathrep_to_treatmdt,48,2.6666666666666665,1.1547005383792515
ALL_PROSTAD,pathrep_to_treatmdt,49,1.0,0.0
ALL_PROSTAD,ref_to_mri,0,9.6,3.53031980063235
ALL_PROSTAD,ref_to_mri,1,9.25,1.9701723141310308
ALL_PROSTAD,ref_to_mri,2,8.5,3.4716900176927328
ALL_PROSTAD,ref_to_mri,3,9.0,3.0435436410107286
ALL_PROSTAD,ref_to_mri,4,8.55,3.3635038122078655
ALL_PROSTAD,ref_to_mri,5,9.25,3.3697571363370886
ALL_PROSTAD,ref_to_mri,6,8.8,2.4408799103688215
ALL_PROSTAD,ref_to_mri,7,8.5,2.724160904127902
ALL_PROSTAD,ref_to_mri,8,9.1,2.9540338165758504
ALL_PROSTAD,ref_to_mri,9,7.6,3.7612987678530176
ALL_PROSTAD,ref_to_mri,10,8.25,2.826100158391977
ALL_PROSTAD,ref_to_mri,11,8.15,2.158825216591068
ALL_PROSTAD,ref_to_mri,12,9.55,2.038446260732604
ALL_PROSTAD,ref_to_mri,13,9.25,3.3697571363370886
ALL_PROSTAD,ref_to_mri,14,9.95,3.3003189638515087
ALL_PROSTAD,ref_to_mri,15,8.1,3.2101811721295013
ALL_PROSTAD,ref_to_mri,16,8.6,2.6237779110122466
ALL_PROSTAD,ref_to_mri,17,7.7,3.2297954962146473
ALL_PROSTAD,ref_to_mri,18,8.75,2.76966651992238
ALL_PROSTAD,ref_to_mri,19,9.0,3.387282717832439
ALL_PROSTAD,ref_to_mri,20,8.65,2.6011131220468307
ALL_PROSTAD,ref_to_mri,21,9.45,2.910507280798134
ALL_PROSTAD,ref_to_mri,22,8.75,2.446802424647964
ALL_PROSTAD,ref_to_mri,23,9.65,3.030980386815982
ALL_PROSTAD,ref_to_mri,24,6.45,2.502104377476982
ALL_PROSTAD,ref_to_mri,25,8.4,3.135534874207018
ALL_PROSTAD,ref_to_mri,26,8.65,3.1334359818945683
ALL_PROSTAD,ref_to_mri,27,8.5,1.9056702094980709
ALL_PROSTAD,ref_to_mri,28,9.8,2.1423056934551905
ALL_PROSTAD,ref_to_mri,29,8.75,2.359192546971147
ALL_PROSTAD,ref_to_mri,30,8.55,2.928534751283257
ALL_PROSTAD,ref_to_mri,31,8.9,3.076224617081276
ALL_PROSTAD,ref_to_mri,32,9.5,2.1884866196096624
ALL_PROSTAD,ref_to_mri,33,8.35,3.1334359818945687
ALL_PROSTAD,ref_to_mri,34,8.65,2.2307657406087453
ALL_PROSTAD,ref_to_mri,35,9.3,2.867237805201889
ALL_PROSTAD,ref_to_mri,36,8.75,2.863104682168054
ALL_PROSTAD,ref_to_mri,37,9.8,2.930780388260186
ALL_PROSTAD,ref_to_mri,38,6.8,2.546411303445653
ALL_PROSTAD,ref_to_mri,39,9.05,2.6452539426400317
ALL_PROSTAD,ref_to_mri,40,8.75,2.692582403567252
ALL_PROSTAD,ref_to_mri,41,8.85,2.5188761069384222
ALL_PROSTAD,ref_to_mri,42,8.5,2.564945880212885
ALL_PROSTAD,ref_to_mri,43,8.5,2.7815179498365916
ALL_PROSTAD,ref_to_mri,44,8.25,2.6132254721743884
ALL_PROSTAD,ref_to_mri,45,9.3,3.2622239750142685
ALL_PROSTAD,ref_to_mri,46,8.7,2.9217874846167637
ALL_PROSTAD,ref_to_mri,47,8.05,3.6197557347074363
ALL_PROSTAD,ref_to_mri,48,9.4,2.5005262603994716
ALL_PROSTAD,ref_to_mri,49,8.7,2.473012226755907
ALL_PROSTAD,ref_to_mri,50,8.6,2.702825032793417
ALL_PROSTAD,ref_to_mri,51,9.15,3.842627938492642
ALL_PROSTAD,ref_to_mri,52,2.1333333333333333,1.3557637102737476
ALL_PROSTAD,report_to_biopmdt,0,3.05,0.998683343734455
ALL_PROSTAD,report_to_biopmdt,1,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,2,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,3,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,4,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,5,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,6,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,7,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,8,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,9,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,10,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,11,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,12,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,13,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,14,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,15,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,16,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,17,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,18,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,19,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,20,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,21,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,22,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,23,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,24,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,25,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,26,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,27,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,28,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,29,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,30,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,31,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,32,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,33,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,34,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,35,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,36,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,37,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,38,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,39,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,40,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,41,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,42,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,43,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,44,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,45,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,46,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,47,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,48,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,49,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,50,4.0,0.0
ALL_PROSTAD,report_to_biopmdt,51,4.0,0.0
ALL_PROSTAD,treatmdt_to_outpat,0,2.1,1.0208355710680808
ALL_PROSTAD,treatmdt_to_outpat,1,1.8333333333333333,0.8574929257125442
ALL_PROSTAD,treatmdt_to_outpat,2,1.7857142857142858,0.9749612559222292
ALL_PROSTAD,treatmdt_to_outpat,3,1.8888888888888888,1.1318329168362207
ALL_PROSTAD,treatmdt_to_outpat,4,2.3684210526315788,1.382852378872881
ALL_PROSTAD,treatmdt_to_outpat,5,2.111111111111111,1.450715397105405
ALL_PROSTAD,treatmdt_to_outpat,6,2.3333333333333335,0.8876253645985944
ALL_PROSTAD,treatmdt_to_outpat,7,2.375,1.2583057392117916
ALL_PROSTAD,treatmdt_to_outpat,8,2.5,1.1504474832710556
ALL_PROSTAD,treatmdt_to_outpat,9,2.1176470588235294,1.2187264326529803
ALL_PROSTAD,treatmdt_to_outpat,10,2.9375,1.0626225419530053
ALL_PROSTAD,treatmdt_to_outpat,11,2.0,1.1547005383792515
ALL_PROSTAD,treatmdt_to_outpat,12,2.1666666666666665,1.0431851677040116
ALL_PROSTAD,treatmdt_to_outpat,13,2.0555555555555554,1.1099667309387475
ALL_PROSTAD,treatmdt_to_outpat,14,2.235294117647059,1.0325582165612917
ALL_PROSTAD,treatmdt_to_outpat,15,1.9375,0.8539125638299665
ALL_PROSTAD,treatmdt_to_outpat,16,2.2222222222222223,1.308594016742242
ALL_PROSTAD,treatmdt_to_outpat,17,2.235294117647059,1.0325582165612917
ALL_PROSTAD,treatmdt_to_outpat,18,2.6,1.594633858557237
ALL_PROSTAD,treatmdt_to_outpat,19,2.4210526315789473,1.346426937147361
ALL_PROSTAD,treatmdt_to_outpat,20,2.076923076923077,1.1151635501529555
ALL_PROSTAD,treatmdt_to_outpat,21,2.588235294117647,1.3719886811400708
ALL_PROSTAD,treatmdt_to_outpat,22,2.6470588235294117,1.4552137502179978
ALL_PROSTAD,treatmdt_to_outpat,23,2.2777777777777777,1.3197840980097757
ALL_PROSTAD,treatmdt_to_outpat,24,2.388888888888889,1.1447521637192346
ALL_PROSTAD,treatmdt_to_outpat,25,2.75,1.0
ALL_PROSTAD,treatmdt_to_outpat,26,2.3125,0.7932002689527196
ALL_PROSTAD,treatmdt_to_outpat,27,2.0,1.1726039399558572
ALL_PROSTAD,treatmdt_to_outpat,28,1.8333333333333333,0.7071067811865476
ALL_PROSTAD,treatmdt_to_outpat,29,2.142857142857143,1.027105182026191
ALL_PROSTAD,treatmdt_to_outpat,30,1.9411764705882353,0.8993461677306268
ALL_PROSTAD,treatmdt_to_outpat,31,2.5625,1.459166428707386
ALL_PROSTAD,treatmdt_to_outpat,32,2.1666666666666665,0.9235481451827988
ALL_PROSTAD,treatmdt_to_outpat,33,2.2222222222222223,1.516790557318723
ALL_PROSTAD,treatmdt_to_outpat,34,3.1666666666666665,1.823054966742557
ALL_PROSTAD,treatmdt_to_outpat,35,2.473684210526316,1.172292201564078
ALL_PROSTAD,treatmdt_to_outpat,36,1.8,0.6761234037828133
ALL_PROSTAD,treatmdt_to_outpat,37,2.3333333333333335,1.1126972805283735
ALL_PROSTAD,treatmdt_to_outpat,38,2.1578947368421053,1.213953957333768
ALL_PROSTAD,treatmdt_to_outpat,39,2.388888888888889,1.2432826042324117
ALL_PROSTAD,treatmdt_to_outpat,40,2.0588235294117645,1.1974237050483694
ALL_PROSTAD,treatmdt_to_outpat,41,2.611111111111111,1.4199788270537859
ALL_PROSTAD,treatmdt_to_outpat,42,2.4,1.2311740225021848
ALL_PROSTAD,treatmdt_to_outpat,43,2.1333333333333333,0.833809387832792
ALL_PROSTAD,treatmdt_to_outpat,44,2.3529411764705883,1.1694644324747672
ALL_PROSTAD,treatmdt_to_outpat,45,1.6428571428571428,0.6333236937766509
ALL_PROSTAD,treatmdt_to_outpat,46,1.6666666666666667,1.1547005383792517
ALL_PROSTAD,treatmdt_to_outpat,47,3.0,
OBS_MIX,biopmdt_to_biopsy,0,1.8,1.151657843924872
OBS_MIX,biopmdt_to_biopsy,1,2.2777777777777777,0.5745131499601417
OBS_MIX,biopmdt_to_biopsy,2,2.473684210526316,1.1239029738980326
OBS_MIX,biopmdt_to_biopsy,3,3.0555555555555554,1.3048426644944466
OBS_MIX,biopmdt_to_biopsy,4,3.8,1.5761378513048245
OBS_MIX,biopmdt_to_biopsy,5,4.6,1.6351404253232553
OBS_MIX,biopmdt_to_biopsy,6,5.0,1.5217718205053645
OBS_MIX,biopmdt_to_biopsy,7,4.1,1.744163198544762
OBS_MIX,biopmdt_to_biopsy,8,4.85,1.5985190514644287
OBS_MIX,biopmdt_to_biopsy,9,5.0,2.0
OBS_MIX,biopmdt_to_biopsy,10,4.9,2.100125309544522
OBS_MIX,biopmdt_to_biopsy,11,5.0,1.7471781760734557
OBS_MIX,biopmdt_to_biopsy,12,5.9,2.125038699338017
OBS_MIX,biopmdt_to_biopsy,13,4.7,2.273416163537063
OBS_MIX,biopmdt_to_biopsy,14,4.45,2.0124611797498106
OBS_MIX,biopmdt_to_biopsy,15,4.6,2.1618705350983247
OBS_MIX,biopmdt_to_biopsy,16,4.45,2.038446260732604
OBS_MIX,biopmdt_to_biopsy,17,4.85,1.8431951662948316
OBS_MIX,biopmdt_to_biopsy,18,5.15,2.3004576203785834
OBS_MIX,biopmdt_to_biopsy,19,5.25,2.2912878474779204
OBS_MIX,biopmdt_to_biopsy,20,5.05,1.394538218230416
OBS_MIX,biopmdt_to_biopsy,21,5.75,1.8027756377319946
OBS_MIX,biopmdt_to_biopsy,22,4.25,1.860248992954834
OBS_MIX,biopmdt_to_biopsy,23,4.95,1.3945382182304162
OBS_MIX,biopmdt_to_biopsy,24,5.25,2.099498687030336
OBS_MIX,biopmdt_to_biopsy,25,5.55,1.6375527311718612
OBS_MIX,biopmdt_to_biopsy,26,5.1,2.1001253095445223
OBS_MIX,biopmdt_to_biopsy,27,5.05,2.038446260732605
OBS_MIX,biopmdt_to_biopsy,28,4.9,2.04939015319192
OBS_MIX,biopmdt_to_biopsy,29,4.4,1.429022485182754
OBS_MIX,biopmdt_to_biopsy,30,5.3,1.6575187543592476
OBS_MIX,biopmdt_to_biopsy,31,4.6,1.6982963599783725
OBS_MIX,biopmdt_to_biopsy,32,5.4,1.7290094517412349
OBS_MIX,biopmdt_to_biopsy,33,4.85,2.084403234046921
OBS_MIX,biopmdt_to_biopsy,34,5.0,1.8637822325921864
OBS_MIX,biopmdt_to_biopsy,35,5.0,1.4867838833500564
OBS_MIX,biopmdt_to_biopsy,36,5.1,2.1496633763403397
OBS_MIX,biopmdt_to_biopsy,37,4.15,1.3869694338832115
OBS_MIX,biopmdt_to_biopsy,38,4.9,1.2937094768634556
OBS_MIX,biopmdt_to_biopsy,39,4.75,1.9159991209755152
OBS_MIX,biopmdt_to_biopsy,40,5.35,2.1588252165910684
OBS_MIX,biopmdt_to_biopsy,41,5.1,2.04939015319192
OBS_MIX,biopmdt_to_biopsy,42,5.85,2.1588252165910684
OBS_MIX,biopmdt_to_biopsy,43,5.4,1.6351404253232553
OBS_MIX,biopmdt_to_biopsy,44,4.631578947368421,1.7704527454797003
OBS_MIX,biopmdt_to_biopsy,45,5.45,2.9819633235769167
OBS_MIX,biopmdt_to_biopsy,46,4.7,1.8666040089734592
OBS_MIX,biopmdt_to_biopsy,47,4.8,2.067289096988207
OBS_MIX,biopmdt_to_biopsy,48,5.8,1.7350868323485928
OBS_MIX,biopmdt_to_biopsy,49,5.25,1.8317377426626165
OBS_MIX,biopmdt_to_biopsy,50,4.157894736842105,1.7721035176289737
OBS_MIX,biopmdt_to_biopsy,51,5.0,3.0472470011002204
OBS_MIX,biopsy_to_pathrep,0,2.3,0.9787209698591858
OBS_MIX,biopsy_to_pathrep,1,2.235294117647059,1.200490095997562
OBS_MIX,biopsy_to_pathrep,2,2.65,1.4244112357114613
OBS_MIX,biopsy_to_pathrep,3,3.0555555555555554,1.5135553089341052
OBS_MIX,biopsy_to_pathrep,4,3.4,1.429022485182754
OBS_MIX,biopsy_to_pathrep,5,3.3,1.5593520921743174
OBS_MIX,biopsy_to_pathrep,6,4.526315789473684,1.6789024540730166
OBS_MIX,biopsy_to_pathrep,7,4.9,1.9166857359844665
OBS_MIX,biopsy_to_pathrep,8,4.35,2.1095023109728985
OBS_MIX,biopsy_to_pathrep,9,5.1,2.221900561515559
OBS_MIX,biopsy_to_pathrep,10,5.315789473684211,2.4506831605118546
OBS_MIX,biopsy_to_pathrep,11,4.85,1.8994459025837258
OBS_MIX,biopsy_to_pathrep,12,5.1,1.8324559303956278
OBS_MIX,biopsy_to_pathrep,13,4.75,1.7129537431920892
OBS_MIX,biopsy_to_pathrep,14,4.55,2.6650762801367183
OBS_MIX,biopsy_to_pathrep,15,5.0,1.8064212949190015
OBS_MIX,biopsy_to_pathrep,16,4.9,1.8324559303956274
OBS_MIX,biopsy_to_pathrep,17,4.578947368421052,1.5746530296362717
OBS_MIX,biopsy_to_pathrep,18,5.3,2.556724878680371
OBS_MIX,biopsy_to_pathrep,19,5.15,2.4338619949632143
OBS_MIX,biopsy_to_pathrep,20,6.55,2.2354794611117836
OBS_MIX,biopsy_to_pathrep,21,4.15,2.1095023109728985
OBS_MIX,biopsy_to_pathrep,22,4.15,1.3869694338832113
OBS_MIX,biopsy_to_pathrep,23,5.45,1.7312909694943341
OBS_MIX,biopsy_to_pathrep,24,4.6,1.5694450913417908
OBS_MIX,biopsy_to_pathrep,25,5.684210526315789,2.7699304359284986
OBS_MIX,biopsy_to_pathrep,26,5.05,2.2354794611117836
OBS_MIX,biopsy_to_pathrep,27,5.1,2.381949665825522
OBS_MIX,biopsy_to_pathrep,28,4.7,2.0026298499197184
OBS_MIX,biopsy_to_pathrep,29,5.4,2.583347481568501
OBS_MIX,biopsy_to_pathrep,30,4.4,1.5694450913417908
OBS_MIX,biopsy_to_pathrep,31,5.4,2.1618705350983243
OBS_MIX,biopsy_to_pathrep,32,5.25,1.5517392618742705
OBS_MIX,biopsy_to_pathrep,33,5.1,2.149663376340339
OBS_MIX,biopsy_to_pathrep,34,4.5,2.115108557622118
OBS_MIX,biopsy_to_pathrep,35,4.55,1.8771478925557026
OBS_MIX,biopsy_to_pathrep,36,4.95,2.163695668842645
OBS_MIX,biopsy_to_pathrep,37,4.421052631578948,2.090076805438398
OBS_MIX,biopsy_to_pathrep,38,5.7,2.2028689427533745
OBS_MIX,biopsy_to_pathrep,39,4.7,2.226633049436324
OBS_MIX,biopsy_to_pathrep,40,5.473684210526316,2.365690433693761
OBS_MIX,biopsy_to_pathrep,41,5.55,2.742933504576135
OBS_MIX,biopsy_to_pathrep,42,4.85,1.348488432516786
OBS_MIX,biopsy_to_pathrep,43,5.7,2.617753154701063
OBS_MIX,biopsy_to_pathrep,44,4.5,1.6701717529076243
OBS_MIX,biopsy_to_pathrep,45,4.75,1.773340588298047
OBS_MIX,biopsy_to_pathrep,46,4.473684210526316,1.3891812557774845
OBS_MIX,biopsy_to_pathrep,47,6.0,2.422120283277993
OBS_MIX,biopsy_to_pathrep,48,3.875,2.5319388392523003
OBS_MIX,biopsy_to_pathrep,49,4.0,0.0
OBS_MIX,mri_to_report,0,2.15,1.1821033884786183
OBS_MIX,mri_to_report,1,3.85,0.9880869341680845
OBS_MIX,mri_to_report,2,5.65,1.5652475842498526
OBS_MIX,mri_to_report,3,6.8,1.609184167275619
OBS_MIX,mri_to_report,4,7.75,2.314144152358434
OBS_MIX,mri_to_report,5,7.8,1.9628121608924702
OBS_MIX,mri_to_report,6,7.75,2.0742785683093214
OBS_MIX,mri_to_report,7,7.9,2.023545611570261
OBS_MIX,mri_to_report,8,8.0,2.635786110641877
OBS_MIX,mri_to_report,9,8.3,2.3642067769572366
OBS_MIX,mri_to_report,10,8.15,1.8144159564878983
OBS_MIX,mri_to_report,11,8.4,1.7290094517412349
OBS_MIX,mri_to_report,12,8.05,2.0384462607326044
OBS_MIX,mri_to_report,13,8.15,1.565247584249853
OBS_MIX,mri_to_report,14,9.1,2.125038699338017
OBS_MIX,mri_to_report,15,7.7,2.1051315748352692
OBS_MIX,mri_to_report,16,7.8,2.8209740758897635
OBS_MIX,mri_to_report,17,8.5,1.7621756887140216
OBS_MIX,mri_to_report,18,8.85,2.300457620378583
OBS_MIX,mri_to_report,19,7.55,2.0894471693929497
OBS_MIX,mri_to_report,20,8.75,2.9357147430619994
OBS_MIX,mri_to_report,21,7.9,1.8609561775433732
OBS_MIX,mri_to_report,22,8.0,1.5559732104309982
OBS_MIX,mri_to_report,23,8.25,1.9701723141310308
OBS_MIX,mri_to_report,24,8.2,1.5423836644690754
OBS_MIX,mri_to_report,25,9.3,2.296450350111301
OBS_MIX,mri_to_report,26,8.6,1.930366749991743
OBS_MIX,mri_to_report,27,8.0,1.973508764131861
OBS_MIX,mri_to_report,28,7.5,1.6383560438182505
OBS_MIX,mri_to_report,29,8.2,1.7350868323485928
OBS_MIX,mri_to_report,30,8.6,2.280350850198276
OBS_MIX,mri_to_report,31,8.3,1.8666040089734592
OBS_MIX,mri_to_report,32,9.15,1.980829172474577
OBS_MIX,mri_to_report,33,8.8,1.7350868323485928
OBS_MIX,mri_to_report,34,8.15,2.5188761069384222
OBS_MIX,mri_to_report,35,8.15,1.814415956487898
OBS_MIX,mri_to_report,36,7.5,1.8209309360006523
OBS_MIX,mri_to_report,37,7.75,1.3717065820970684
OBS_MIX,mri_to_report,38,8.05,1.8771478925557026
OBS_MIX,mri_to_report,39,8.35,1.899445902583726
OBS_MIX,mri_to_report,40,9.65,2.3680993933621335
OBS_MIX,mri_to_report,41,8.75,2.2912878474779204
OBS_MIX,mri_to_report,42,7.75,1.6819474927657676
OBS_MIX,mri_to_report,43,8.2,2.117595458607661
OBS_MIX,mri_to_report,44,8.05,1.8202082009311027
OBS_MIX,mri_to_report,45,8.65,2.058998223459779
OBS_MIX,mri_to_report,46,8.2,2.261811104775156
OBS_MIX,mri_to_report,47,8.55,1.9049796241485237
OBS_MIX,mri_to_report,48,7.7,2.0026298499197184
OBS_MIX,mri_to_report,49,8.45,2.625281939746262
OBS_MIX,mri_to_report,50,9.0,2.5751852258368566
OBS_MIX,mri_to_report,51,7.631578947368421,1.8321367706038845
OBS_MIX,pathrep_to_treatmdt,0,2.15,0.9333020044867294
OBS_MIX,pathrep_to_treatmdt,1,2.0,0.8770580193070293
OBS_MIX,pathrep_to_treatmdt,2,2.0526315789473686,0.9703197760719181
OBS_MIX,pathrep_to_treatmdt,3,2.3,1.688973528196155
OBS_MIX,pathrep_to_treatmdt,4,2.6842105263157894,1.4162796168893963
OBS_MIX,pathrep_to_treatmdt,5,2.75,1.3717065820970682
OBS_MIX,pathrep_to_treatmdt,6,3.9444444444444446,1.8934009929915632
OBS_MIX,pathrep_to_treatmdt,7,4.25,2.4894514297436356
OBS_MIX,pathrep_to_treatmdt,8,4.2,1.9628121608924702
OBS_MIX,pathrep_to_treatmdt,9,4.111111111111111,1.9670488163112867
OBS_MIX,pathrep_to_treatmdt,10,4.0,2.176428750330035
OBS_MIX,pathrep_to_treatmdt,11,3.35,1.7252002172135512
OBS_MIX,pathrep_to_treatmdt,12,4.15,1.1821033884786187
OBS_MIX,pathrep_to_treatmdt,13,4.1,1.5861240410775603
OBS_MIX,pathrep_to_treatmdt,14,3.473684210526316,1.2635233389495326
OBS_MIX,pathrep_to_treatmdt,15,4.4,2.702825032793417
OBS_MIX,pathrep_to_treatmdt,16,3.1,1.9439514830419642
OBS_MIX,pathrep_to_treatmdt,17,4.5,2.064741604835056
OBS_MIX,pathrep_to_treatmdt,18,3.9,2.337339918526366
OBS_MIX,pathrep_to_treatmdt,19,5.052631578947368,1.5082618476808298
OBS_MIX,pathrep_to_treatmdt,20,5.4,3.0504529430716905
OBS_MIX,pathrep_to_treatmdt,21,3.35,1.4244112357114616
OBS_MIX,pathrep_to_treatmdt,22,3.4210526315789473,1.5746530296362722
OBS_MIX,pathrep_to_treatmdt,23,4.3,1.7501879598308412
OBS_MIX,pathrep_to_treatmdt,24,4.25,1.712953743192089
OBS_MIX,pathrep_to_treatmdt,25,4.0,2.4037008503093262
OBS_MIX,pathrep_to_treatmdt,26,4.35,2.207046132634963
OBS_MIX,pathrep_to_treatmdt,27,3.6315789473684212,1.9209524927837658
OBS_MIX,pathrep_to_treatmdt,28,4.45,1.9324105480761042
OBS_MIX,pathrep_to_treatmdt,29,4.0,1.6222142113076254
OBS_MIX,pathrep_to_treatmdt,30,3.65,1.7554426642213128
OBS_MIX,pathrep_to_treatmdt,31,4.45,2.3050288273114594
OBS_MIX,pathrep_to_treatmdt,32,4.3,1.5593520921743174
OBS_MIX,pathrep_to_treatmdt,33,4.45,2.0641042405337657
OBS_MIX,pathrep_to_treatmdt,34,4.45,1.7312909694943344
OBS_MIX,pathrep_to_treatmdt,35,2.789473684210526,1.618605276445024
OBS_MIX,pathrep_to_treatmdt,36,4.2631578947368425,1.6613951721756794
OBS_MIX,pathrep_to_treatmdt,37,4.1,1.860956177543373
OBS_MIX,pathrep_to_treatmdt,38,4.25,1.8027756377319946
OBS_MIX,pathrep_to_treatmdt,39,4.0,2.102629932151387
OBS_MIX,pathrep_to_treatmdt,40,4.2631578947368425,2.5785893056121876
OBS_MIX,pathrep_to_treatmdt,41,4.85,2.3004576203785834
OBS_MIX,pathrep_to_treatmdt,42,4.75,1.6503588126605426
OBS_MIX,pathrep_to_treatmdt,43,4.2,1.8806493839265088
OBS_MIX,pathrep_to_treatmdt,44,3.1,1.5861240410775606
OBS_MIX,pathrep_to_treatmdt,45,4.294117647058823,1.4476146708617308
OBS_MIX,pathrep_to_treatmdt,46,4.466666666666667,2.0655911179772892
OBS_MIX,pathrep_to_treatmdt,47,5.4,1.6733200530681511
OBS_MIX,pathrep_to_treatmdt,48,3.0,2.6457513110645907
OBS_MIX,ref_to_mri,0,9.6,3.53031980063235
OBS_MIX,ref_to_mri,1,9.25,1.9701723141310308
OBS_MIX,ref_to_mri,2,8.5,3.4716900176927328
OBS_MIX,ref_to_mri,3,9.0,3.0435436410107286
OBS_MIX,ref_to_mri,4,8.55,3.3635038122078655
OBS_MIX,ref_to_mri,5,9.25,3.3697571363370886
OBS_MIX,ref_to_mri,6,8.8,2.4408799103688215
OBS_MIX,ref_to_mri,7,8.5,2.724160904127902
OBS_MIX,ref_to_mri,8,9.1,2.9540338165758504
OBS_MIX,ref_to_mri,9,7.6,3.7612987678530176
OBS_MIX,ref_to_mri,10,8.25,2.826100158391977
OBS_MIX,ref_to_mri,11,8.15,2.158825216591068
OBS_MIX,ref_to_mri,12,9.55,2.038446260732604
OBS_MIX,ref_to_mri,13,9.25,3.3697571363370886
OBS_MIX,ref_to_mri,14,9.95,3.3003189638515087
OBS_MIX,ref_to_mri,15,8.1,3.2101811721295013
OBS_MIX,ref_to_mri,16,8.6,2.6237779110122466
OBS_MIX,ref_to_mri,17,7.7,3.2297954962146473
OBS_MIX,ref_to_mri,18,8.75,2.76966651992238
OBS_MIX,ref_to_mri,19,9.0,3.387282717832439
OBS_MIX,ref_to_mri,20,8.65,2.6011131220468307
OBS_MIX,ref_to_mri,21,9.45,2.910507280798134
OBS_MIX,ref_to_mri,22,8.75,2.446802424647964
OBS_MIX,ref_to_mri,23,9.65,3.030980386815982
OBS_MIX,ref_to_mri,24,6.45,2.502104377476982
OBS_MIX,ref_to_mri,25,8.4,3.135534874207018
OBS_MIX,ref_to_mri,26,8.65,3.1334359818945683
OBS_MIX,ref_to_mri,27,8.5,1.9056702094980709
OBS_MIX,ref_to_mri,28,9.8,2.1423056934551905
OBS_MIX,ref_to_mri,29,8.75,2.359192546971147
OBS_MIX,ref_to_mri,30,8.55,2.928534751283257
OBS_MIX,ref_to_mri,31,8.9,3.076224617081276
OBS_MIX,ref_to_mri,32,9.5,2.1884866196096624
OBS_MIX,ref_to_mri,33,8.35,3.1334359818945687
OBS_MIX,ref_to_mri,34,8.65,2.2307657406087453
OBS_MIX,ref_to_mri,35,9.3,2.867237805201889
OBS_MIX,ref_to_mri,36,8.75,2.863104682168054
