event,count_mean_ALL_BASELINE,count_mean_ALL_PROSTAD,count_mean_OBS_MIX,count_std_ALL_BASELINE,count_std_ALL_PROSTAD,count_std_OBS_MIX,obs_mix_minus_baseline,allpros_minus_baseline
MDT_occured,410.35,207.05,406.45,19.399606615653454,0.9986833437344512,12.84103209493528,-3.900000000000034,-203.3
Outpatient_appointment_occured,165.7,86.1,165.35,13.223185379436657,6.5686656499667135,11.499542324988875,-0.3499999999999943,-79.6
Path_report_outcome,219.5,111.65,218.75,15.153599537646768,6.183807377676842,12.936586225040003,-0.75,-107.85
Path_report_recieved,219.5,111.65,218.75,15.153599537646768,6.183807377676842,12.936586225040003,-0.75,-107.85
Treatment_options_MDT_occured,173.35,88.55,171.9,12.608581037907229,6.3616863040847065,11.158664323013044,-1.4499999999999886,-84.8
biopsy_done,225.85,114.65,224.8,15.503055725956264,6.063479980480204,12.94360236198807,-1.049999999999983,-111.19999999999999
mri_performed,426.05,207.05,413.9,19.104904302849896,0.9986833437344512,13.672484854819299,-12.150000000000034,-219.0
mri_report_ready,417.15,207.05,409.8,19.588597650029392,0.9986833437344512,13.586370879826978,-7.349999999999966,-210.09999999999997
referral_received,456.5,456.5,456.5,19.225805027289976,19.225805027289976,19.225805027289976,0.0,0.0
