mri_capacity,biopsy_capacity,n_runs,n_patients_mean,metric_mean_mean,metric_mean_sd,metric_median_mean,metric_p90_mean,metric,scenario
2,1,30,103.33333333333333,114.433161331498,8.128694190259083,115.15,204.96666666666667,ref_to_mri_wait,ALL_PROSTAD
2,2,30,103.33333333333333,114.433161331498,8.128694190259083,115.15,204.96666666666667,ref_to_mri_wait,ALL_PROSTAD
2,3,30,103.33333333333333,114.433161331498,8.128694190259083,115.15,204.96666666666667,ref_to_mri_wait,ALL_PROSTAD
2,4,30,103.33333333333333,114.433161331498,8.128694190259083,115.15,204.96666666666667,ref_to_mri_wait,ALL_PROSTAD
2,5,30,103.33333333333333,114.433161331498,8.128694190259083,115.15,204.96666666666667,ref_to_mri_wait,ALL_PROSTAD
2,6,30,103.33333333333333,114.433161331498,8.128694190259083,115.15,204.96666666666667,ref_to_mri_wait,ALL_PROSTAD
3,1,30,154.4,82.25904383549545,8.936710716053282,82.58333333333333,146.18,ref_to_mri_wait,ALL_PROSTAD
3,2,30,154.4,82.25904383549545,8.936710716053282,82.58333333333333,146.18,ref_to_mri_wait,ALL_PROSTAD
3,3,30,154.4,82.25904383549545,8.936710716053282,82.58333333333333,146.18,ref_to_mri_wait,ALL_PROSTAD
3,4,30,154.4,82.25904383549545,8.936710716053282,82.58333333333333,146.18,ref_to_mri_wait,ALL_PROSTAD
3,5,30,154.4,82.25904383549545,8.936710716053282,82.58333333333333,146.18,ref_to_mri_wait,ALL_PROSTAD
3,6,30,154.4,82.25904383549545,8.936710716053282,82.58333333333333,146.18,ref_to_mri_wait,ALL_PROSTAD
4,1,30,204.66666666666666,51.082917707982155,9.155313341671812,50.666666666666664,89.66333333333334,ref_to_mri_wait,ALL_PROSTAD
4,2,30,204.66666666666666,51.082917707982155,9.155313341671812,50.666666666666664,89.66333333333334,ref_to_mri_wait,ALL_PROSTAD
4,3,30,204.66666666666666,51.082917707982155,9.155313341671812,50.666666666666664,89.66333333333334,ref_to_mri_wait,ALL_PROSTAD
4,4,30,204.66666666666666,51.082917707982155,9.155313341671812,50.666666666666664,89.66333333333334,ref_to_mri_wait,ALL_PROSTAD
4,5,30,204.66666666666666,51.082917707982155,9.155313341671812,50.666666666666664,89.66333333333334,ref_to_mri_wait,ALL_PROSTAD
4,6,30,204.66666666666666,51.082917707982155,9.155313341671812,50.666666666666664,89.66333333333334,ref_to_mri_wait,ALL_PROSTAD
5,1,30,252.76666666666668,22.2878825638311,8.049590340245322,22.1,37.63,ref_to_mri_wait,ALL_PROSTAD
5,2,30,252.76666666666668,22.2878825638311,8.049590340245322,22.1,37.63,ref_to_mri_wait,ALL_PROSTAD
5,3,30,252.76666666666668,22.2878825638311,8.049590340245322,22.1,37.63,ref_to_mri_wait,ALL_PROSTAD
5,4,30,252.76666666666668,22.2878825638311,8.049590340245322,22.1,37.63,ref_to_mri_wait,ALL_PROSTAD
5,5,30,252.76666666666668,22.2878825638311,8.049590340245322,22.1,37.63,ref_to_mri_wait,ALL_PROSTAD
5,6,30,252.76666666666668,22.2878825638311,8.049590340245322,22.1,37.63,ref_to_mri_wait,ALL_PROSTAD
6,1,30,278.3666666666667,6.607307417137595,2.2768004618686635,6.2,12.156666666666668,ref_to_mri_wait,ALL_PROSTAD
6,2,30,278.3666666666667,6.607307417137595,2.2768004618686635,6.2,12.156666666666668,ref_to_mri_wait,ALL_PROSTAD
6,3,30,278.3666666666667,6.607307417137595,2.2768004618686635,6.2,12.156666666666668,ref_to_mri_wait,ALL_PROSTAD
6,4,30,278.3666666666667,6.607307417137595,2.2768004618686635,6.2,12.156666666666668,ref_to_mri_wait,ALL_PROSTAD
6,5,30,278.3666666666667,6.607307417137595,2.2768004618686635,6.2,12.156666666666668,ref_to_mri_wait,ALL_PROSTAD
6,6,30,278.3666666666667,6.607307417137595,2.2768004618686635,6.2,12.156666666666668,ref_to_mri_wait,ALL_PROSTAD
7,1,30,281.53333333333336,4.03852245709371,0.44012784579377395,4.45,6.92,ref_to_mri_wait,ALL_PROSTAD
7,2,30,281.53333333333336,4.03852245709371,0.44012784579377395,4.45,6.92,ref_to_mri_wait,ALL_PROSTAD
7,3,30,281.53333333333336,4.03852245709371,0.44012784579377395,4.45,6.92,ref_to_mri_wait,ALL_PROSTAD
7,4,30,281.53333333333336,4.03852245709371,0.44012784579377395,4.45,6.92,ref_to_mri_wait,ALL_PROSTAD
7,5,30,281.53333333333336,4.03852245709371,0.44012784579377395,4.45,6.92,ref_to_mri_wait,ALL_PROSTAD
7,6,30,281.53333333333336,4.03852245709371,0.44012784579377395,4.45,6.92,ref_to_mri_wait,ALL_PROSTAD
8,1,30,281.8666666666667,3.4441860095647554,0.20927414325957436,4.0,6.033333333333333,ref_to_mri_wait,ALL_PROSTAD
8,2,30,281.8666666666667,3.4441860095647554,0.20927414325957436,4.0,6.033333333333333,ref_to_mri_wait,ALL_PROSTAD
8,3,30,281.8666666666667,3.4441860095647554,0.20927414325957436,4.0,6.033333333333333,ref_to_mri_wait,ALL_PROSTAD
8,4,30,281.8666666666667,3.4441860095647554,0.20927414325957436,4.0,6.033333333333333,ref_to_mri_wait,ALL_PROSTAD
8,5,30,281.8666666666667,3.4441860095647554,0.20927414325957436,4.0,6.033333333333333,ref_to_mri_wait,ALL_PROSTAD
8,6,30,281.8666666666667,3.4441860095647554,0.20927414325957436,4.0,6.033333333333333,ref_to_mri_wait,ALL_PROSTAD
